SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
TJ7518SW,CA66,2/7/2012,2/14/2012,2/10/2012,0.22,0.22,0.22,0.22,0.947,0.896,1.577,1.14,-2.086,0.31,-0.933,-0.903
TJ7800SW,CA66,2/14/2012,2/21/2012,2/17/2012,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8281SW,CA66,2/28/2012,3/6/2012,3/2/2012,0.22,0.2,0.2,0.206666667,-0.646,-1.194,-0.667,-0.835666667,1.91,3.045,1.146,2.033666667
TJ8929SW,CA66,3/13/2012,3/20/2012,3/16/2012,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ9061SW,CA66,3/20/2012,3/27/2012,3/23/2012,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9313SW,CA66,3/27/2012,4/3/2012,3/30/2012,0.2,-0.65,0.2,-0.083333333,0.713,0.774,0.96,0.815666667,-0.323,-0.207,-0.234,-0.254666667
TK0057SW,CA66,4/10/2012,4/17/2012,4/13/2012,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK0354SW,CA66,4/24/2012,5/1/2012,4/27/2012,-0.65,-0.38,-0.65,-0.56,0.165,-1.548,-0.337,-0.573333333,-1.325,0.741,-0.679,-0.421
TK8809SW,CA66,12/4/2012,12/11/2012,12/7/2012,-0.77,-0.77,-0.77,-0.77,-1.025,-0.88,-0.807,-0.904,-1.188,-2.3,-2.751,-2.079666667
TK8989SW,CA66,12/18/2012,12/24/2012,12/21/2012,-0.77,-0.77,-0.77,-0.77,-1.069,-0.073,-0.846,-0.662666667,-1.716,-1.724,-3.371,-2.270333333
TK9480SW,CA66,12/31/2012,1/8/2013,1/4/2013,-0.77,-0.1,-0.1,-0.323333333,0.489,0.284,1.227,0.666666667,-0.635,0.657,0.012,0.011333333
TL1330SW,CA66,2/19/2013,2/26/2013,2/22/2013,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.18,0.390666667,-2.62,-2.445,-2.046,-2.370333333
TL1863SW,CA66,3/5/2013,3/12/2013,3/8/2013,1.06,1.06,1.06,1.06,0.291,-0.63,0.556,0.072333333,-3.802,-1.634,-3.3,-2.912
TL2649SW,CA66,3/26/2013,4/2/2013,3/29/2013,1.06,0.01,1.06,0.71,0.395,-0.246,0.027,0.058666667,-4.021,-2.445,-1.821,-2.762333333
TM0640SW,CA66,10/22/2013,10/29/2013,10/25/2013,-0.34,-0.34,-0.34,-0.34,0.482,0.18,0.424,0.362,-0.161,2.274,0.93,1.014333333
TM1807SW,CA66,11/19/2013,11/26/2013,11/22/2013,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512
TM2208SW,CA66,12/3/2013,12/10/2013,12/6/2013,-0.05,-0.05,-0.05,-0.05,-0.285,-1.018,-0.902,-0.735,1.632,0.378,-0.137,0.624333333
TM4319SW,CA66,1/28/2014,2/4/2014,1/31/2014,1.19,-0.32,1.19,0.686666667,0.323,-1.06,-0.617,-0.451333333,-2.408,-0.148,0.341,-0.738333333
TM4582SW,CA66,2/4/2014,2/11/2014,2/7/2014,-0.32,-0.32,-0.32,-0.32,-1.06,-0.786,-0.724,-0.856666667,-0.148,1.283,0.542,0.559
TM5354SW,CA66,2/25/2014,3/4/2014,2/28/2014,-0.32,-1.7,-0.32,-0.78,0.507,-0.209,-0.396,-0.032666667,-0.784,-0.028,-1.746,-0.852666667
TM6363SW,CA66,3/25/2014,4/1/2014,3/28/2014,-1.7,0.81,-1.7,-0.863333333,-0.408,-0.594,-0.769,-0.590333333,1.025,-0.707,-0.797,-0.159666667
TM6833SW,CA66,4/1/2014,4/8/2014,4/4/2014,0.81,0.81,0.81,0.81,-0.594,0.416,-0.091,-0.089666667,-0.707,1.241,0.771,0.435
TM7600SW,CA66,4/22/2014,4/29/2014,4/25/2014,0.81,0.81,0.81,0.81,0.788,1.071,0.543,0.800666667,0.264,-1.369,-1.208,-0.771
TN4720SW,CA66,10/28/2014,11/4/2014,11/1/2014,-0.86,-0.96,-0.96,-0.926666667,0.027,0.106,0.486,0.206333333,0.202,1.015,0.439,0.552
TN5711SW,CA66,11/25/2014,12/2/2014,11/28/2014,-0.96,-0.66,-0.96,-0.86,-0.278,-0.772,-0.603,-0.551,1.012,0.266,-1.298,-0.006666667
TN6012SW,CA66,12/2/2014,12/9/2014,12/5/2014,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333
TN6364SW,CA66,12/9/2014,12/16/2014,12/12/2014,-0.66,-0.66,-0.66,-0.66,1.309,0.865,0.375,0.849666667,0.224,1.33,0.486,0.68
TN6635SW,CA66,12/16/2014,12/23/2014,12/19/2014,-0.66,-0.66,-0.66,-0.66,0.865,0.435,0.911,0.737,1.33,0.565,0.685,0.86
TN8347SW,CA66,2/3/2015,2/10/2015,2/6/2015,-0.04,-0.04,-0.04,-0.04,0.171,0.577,0.304,0.350666667,-0.796,1.441,-0.762,-0.039
TN9318SW,CA66,2/24/2015,3/3/2015,2/27/2015,-0.04,-1.4,-0.04,-0.493333333,-0.119,-1.964,-0.722,-0.935,1.714,2.176,2.763,2.217666667
NU7900SW,CA67,1/9/2001,1/16/2001,1/12/2001,0.78,0.78,0.78,0.78,0.835,1.062,0.91,0.935666667,-2.222,0.299,-1.298,-1.073666667
NU8357SW,CA67,1/23/2001,1/30/2001,1/26/2001,0.78,0.78,0.78,0.78,0.824,0.073,-0.098,0.266333333,0.743,-1.896,0.814,-0.113
NU8841SW,CA67,2/8/2001,2/13/2001,2/10/2001,1,1,1,1,-0.795,0.269,-0.529,-0.351666667,-0.362,2.884,0.864,1.128666667
NU9074SW,CA67,2/13/2001,2/20/2001,2/16/2001,1,1,1,1,0.269,0.77,0.205,0.414666667,2.884,0.654,1.861,1.799666667
NU9379SW,CA67,2/20/2001,2/27/2001,2/23/2001,1,1,1,1,0.77,0.772,0.332,0.624666667,0.654,-3.988,-3.373,-2.235666667
NU9567SW,CA67,2/27/2001,3/6/2001,3/2/2001,1,0.46,0.46,0.64,0.772,1.179,0.21,0.720333333,-3.988,-3.206,-3.244,-3.479333333
NU9786SW,CA67,3/6/2001,3/13/2001,3/9/2001,0.46,0.46,0.46,0.46,1.179,-0.166,0.653,0.555333333,-3.206,1.042,-0.102,-0.755333333
NV0777SW,CA67,4/2/2001,4/10/2001,4/6/2001,-0.18,-0.18,-0.18,-0.18,0.359,-0.402,-0.141,-0.061333333,0.624,0.133,2.192,0.983
NV1291SW,CA67,4/17/2001,4/24/2001,4/20/2001,-0.18,-0.18,-0.18,-0.18,-0.205,-0.119,-0.763,-0.362333333,-0.403,0.874,0.427,0.299333333
NV8891SW,CA67,11/20/2001,11/27/2001,11/23/2001,0.64,0.64,0.64,0.64,1.569,-0.193,0.549,0.641666667,0.227,-0.691,0.27,-0.064666667
NV9468SW,CA67,12/11/2001,12/18/2001,12/14/2001,-1.06,-1.06,-1.06,-1.06,-0.027,0.288,-0.317,-0.018666667,-0.786,-1.766,-0.851,-1.134333333
NV9754SW,CA67,12/18/2001,12/26/2001,12/22/2001,-1.06,-1.06,-1.06,-1.06,0.288,1.287,0.589,0.721333333,-1.766,-1.644,-0.097,-1.169
NW4183SW,CA67,4/23/2002,4/30/2002,4/26/2002,-0.48,-0.48,-0.48,-0.48,-1.701,-1.605,-1.614,-1.64,3.253,0.401,2.813,2.155666667
NW9108SW,CA67,9/3/2002,9/10/2002,9/6/2002,-0.66,-0.66,-0.66,-0.66,-0.022,0.04,-0.1,-0.027333333,0.797,-0.942,0.562,0.139
NX2183SW,CA67,11/26/2002,12/3/2002,11/29/2002,-0.6,-1.3,-0.6,-0.833333333,1.04,0.944,0.789,0.924333333,-2.261,-1.021,-2.025,-1.769
NX2562SW,CA67,12/10/2002,12/17/2002,12/13/2002,-1.3,-1.3,-1.3,-1.3,1.247,0.629,1.92,1.265333333,-0.372,-1.062,-1.433,-0.955666667
NX2852SW,CA67,12/17/2002,12/24/2002,12/20/2002,-1.3,-1.3,-1.3,-1.3,0.629,0.737,0.296,0.554,-1.062,-0.734,-1.99,-1.262
NX4805SW,CA67,2/4/2003,2/11/2003,2/7/2003,-0.9,-0.9,-0.9,-0.9,0.475,0.284,0.727,0.495333333,-0.576,0.643,1.145,0.404
NX5045SW,CA67,2/11/2003,2/18/2003,2/14/2003,-0.9,-0.9,-0.9,-0.9,0.284,0.698,0.518,0.5,0.643,-0.04,-0.392,0.070333333
NX5279SW,CA67,2/18/2003,2/25/2003,2/21/2003,-0.9,-0.9,-0.9,-0.9,0.698,0.603,0.708,0.669666667,-0.04,-0.281,-0.351,-0.224
NX5555SW,CA67,2/25/2003,3/4/2003,2/28/2003,-0.9,-0.91,-0.9,-0.903333333,0.603,-1.883,0.477,-0.267666667,-0.281,-0.516,-0.328,-0.375
NX6095SW,CA67,3/11/2003,3/18/2003,3/14/2003,-0.91,-0.91,-0.91,-0.91,-0.332,1.56,1.117,0.781666667,1.172,-0.192,-0.278,0.234
NX7147SW,CA67,4/8/2003,4/15/2003,4/11/2003,-0.48,-0.48,-0.48,-0.48,0.2,-0.222,0.677,0.218333333,1.115,0.693,-1.085,0.241
NY1067SW,CA67,7/22/2003,7/29/2003,7/25/2003,0.26,0.26,0.26,0.26,0.764,-1.16,0.457,0.020333333,1.212,0.204,1.128,0.848
NY2024SW,CA67,8/19/2003,8/26/2003,8/22/2003,-0.35,-0.35,-0.35,-0.35,0.699,-0.709,0.069,0.019666667,1.059,-0.999,0.401,0.153666667
NY2594SW,CA67,9/2/2003,9/9/2003,9/5/2003,-0.18,-0.18,-0.18,-0.18,0.613,0.05,0.343,0.335333333,1.574,-0.082,1.641,1.044333333
NY5347SW,CA67,11/11/2003,11/18/2003,11/14/2003,-0.32,-0.32,-0.32,-0.32,-0.582,-0.851,0.368,-0.355,1.015,1.479,0.109,0.867666667
NY6829SW,CA67,12/23/2003,12/30/2003,12/26/2003,0.92,0.92,0.92,0.92,0.762,-0.358,-0.409,-0.001666667,0.611,0.006,0.415,0.344
NY8240SW,CA67,1/27/2004,2/3/2004,1/30/2004,-1.31,0.77,-1.31,-0.616666667,0.127,0.031,0.402,0.186666667,-3.012,-0.577,-2.557,-2.048666667
NY9073SW,CA67,2/17/2004,2/24/2004,2/20/2004,0.77,0.77,0.77,0.77,1.277,0.334,1.12,0.910333333,-1.466,-2.818,-2.137,-2.140333333
NY9340SW,CA67,2/24/2004,3/2/2004,2/27/2004,0.77,-0.11,0.77,0.476666667,0.334,-0.341,-0.085,-0.030666667,-2.818,-0.908,-3.13,-2.285333333
NY9633SW,CA67,3/2/2004,3/9/2004,3/5/2004,-0.11,-0.11,-0.11,-0.11,-0.341,1.213,-0.275,0.199,-0.908,0.148,0.168,-0.197333333
NZ8519SW,CA67,10/19/2004,10/26/2004,10/22/2004,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667
NZ8719SW,CA67,10/26/2004,11/2/2004,10/29/2004,-0.42,-1.06,-0.42,-0.633333333,-0.789,0.29,-0.117,-0.205333333,-1.123,1.097,0.527,0.167
NZ9417SW,CA67,11/16/2004,11/23/2004,11/19/2004,-1.06,-1.06,-1.06,-1.06,0.423,0.275,0.461,0.386333333,1.66,-0.625,0.09,0.375
TA0112SW,CA67,11/30/2004,12/7/2004,12/3/2004,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879
TA0746SW,CA67,12/21/2004,12/28/2004,12/24/2004,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.497,-0.577666667,0.84,2.69,1.452,1.660666667
TA1074SW,CA67,12/28/2004,1/4/2005,12/31/2004,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333
TA1074SW,CA67,12/28/2004,1/4/2005,1/1/2005,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41
TA1299SW,CA67,1/4/2005,1/11/2005,1/7/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.447,-0.940666667,4.45,1.723,3.648,3.273666667
TA1299SW,CA67,1/4/2005,1/11/2005,1/8/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.531,-0.968666667,4.45,1.723,3.482,3.218333333
TA2307SW,CA67,1/25/2005,2/1/2005,1/28/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.46,0.572666667,-3.819,-1.209,-2.185,-2.404333333
TA2307SW,CA67,1/25/2005,2/1/2005,1/29/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333
TA2770SW,CA67,2/8/2005,2/15/2005,2/11/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.411,0.355333333,1.047,-1.463,1.306,0.296666667
TA2770SW,CA67,2/8/2005,2/15/2005,2/12/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.491,0.382,1.047,-1.463,-0.11,-0.175333333
TA3100SW,CA67,2/15/2005,2/22/2005,2/18/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.361,0.408333333,-1.463,-2.517,-1.062,-1.680666667
TA3100SW,CA67,2/15/2005,2/22/2005,2/19/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.296,0.386666667,-1.463,-2.517,-1.126,-1.702
TA3466SW,CA67,2/22/2005,3/1/2005,2/25/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.227,0.429666667,-2.517,-2.726,-3.882,-3.041666667
TA3466SW,CA67,2/22/2005,3/1/2005,2/26/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.726,-4.337,-3.193333333
TA3455SW,CA67,3/1/2005,3/8/2005,3/4/2005,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.182,1.006666667,-2.726,-2.84,-0.81,-2.125333333
TA3455SW,CA67,3/1/2005,3/8/2005,3/5/2005,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.035,0.957666667,-2.726,-2.84,-1.26,-2.275333333
TA4416SW,CA67,3/22/2005,3/29/2005,3/25/2005,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333
TA4416SW,CA67,3/22/2005,3/29/2005,3/26/2005,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333
TA5640SW,CA67,4/26/2005,5/3/2005,4/29/2005,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.242,0.678333333,-1.836,-0.094,-2.393,-1.441
TA5640SW,CA67,4/26/2005,5/3/2005,4/30/2005,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667
TA8864SW,CA67,7/19/2005,7/26/2005,7/22/2005,0.06,0.06,0.06,0.06,-1.385,0.552,0.158,-0.225,0.191,-1.845,-0.541,-0.731666667
TA8864SW,CA67,7/19/2005,7/26/2005,7/23/2005,0.06,0.06,0.06,0.06,-1.385,0.552,0.444,-0.129666667,0.191,-1.845,-0.787,-0.813666667
TA9418SW,CA67,8/2/2005,8/9/2005,8/5/2005,-0.97,-0.97,-0.97,-0.97,1.195,0.884,0.675,0.918,-0.029,-1.691,-0.952,-0.890666667
TA9418SW,CA67,8/2/2005,8/9/2005,8/6/2005,-0.97,-0.97,-0.97,-0.97,1.195,0.884,1.127,1.068666667,-0.029,-1.691,-1.187,-0.969
TA9983SW,CA67,8/9/2005,8/16/2005,8/12/2005,-0.97,-0.97,-0.97,-0.97,0.884,1.342,1.469,1.231666667,-1.691,-0.218,-0.996,-0.968333333
TA9983SW,CA67,8/9/2005,8/16/2005,8/13/2005,-0.97,-0.97,-0.97,-0.97,0.884,1.342,1.573,1.266333333,-1.691,-0.218,-1.262,-1.057
TB2178SW,CA67,10/11/2005,10/18/2005,10/14/2005,1.12,1.12,1.12,1.12,1.39,-0.272,-0.151,0.322333333,0.206,-1.894,-0.635,-0.774333333
TB2178SW,CA67,10/11/2005,10/18/2005,10/15/2005,1.12,1.12,1.12,1.12,1.39,-0.272,-0.511,0.202333333,0.206,-1.894,-1.379,-1.022333333
TB4880SW,CA67,12/27/2005,1/3/2006,12/30/2005,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB6967SW,CA67,2/21/2006,2/28/2006,2/24/2006,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7870SW,CA67,3/14/2006,3/21/2006,3/17/2006,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TC2639SW,CA67,7/18/2006,7/25/2006,7/21/2006,-0.9,-0.9,-0.9,-0.9,0.156,0.145,-0.747,-0.148666667,-0.269,-0.196,-0.032,-0.165666667
TC8015SW,CA67,12/5/2006,12/12/2006,12/8/2006,-0.39,-0.39,-0.39,-0.39,1.058,0.887,1.633,1.192666667,1.284,3.538,1.342,2.054666667
TC9238SW,CA67,1/9/2007,1/16/2007,1/13/2007,-0.83,-0.83,-0.83,-0.83,0.01,0.308,-0.114,0.068,2.605,1.686,2.762,2.351
TD0103SW,CA67,1/30/2007,2/6/2007,2/3/2007,-0.83,-0.38,-0.38,-0.53,1.293,0.705,0.92,0.972666667,0.587,-1.68,-1.621,-0.904666667
TD8112SW,CA67,8/28/2007,9/4/2007,9/1/2007,0.01,0.12,0.12,0.083333333,1.288,0.524,0.726,0.846,-0.131,0.377,0.694,0.313333333
TE1634SW,CA67,11/27/2007,12/4/2007,12/1/2007,0.82,1.49,1.49,1.266666667,-0.192,1.136,-0.194,0.25,-0.215,0.015,-1.348,-0.516
TE1956SW,CA67,12/4/2007,12/11/2007,12/8/2007,1.49,1.49,1.49,1.49,1.136,-0.067,-0.197,0.290666667,0.015,0.342,1.827,0.728
TE3068SW,CA67,1/2/2008,1/9/2008,1/5/2008,1.54,1.54,1.54,1.54,0.456,-0.442,-0.739,-0.241666667,-2.468,-0.834,-0.333,-1.211666667
TE3781SW,CA67,1/22/2008,1/29/2008,1/25/2008,1.54,1.54,1.54,1.54,-0.219,-1.068,-0.807,-0.698,3.387,1.995,4.458,3.28
TE4800SW,CA67,2/19/2008,2/26/2008,2/22/2008,2.05,2.05,2.05,2.05,1.568,0.718,0.652,0.979333333,0.737,1.7,4.59,2.342333333
TF5275SW,CA67,11/25/2008,12/2/2008,11/28/2008,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.373,-1.196333333
TF5838SW,CA67,12/9/2008,12/16/2008,12/12/2008,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448
TF5949SW,CA67,12/16/2008,12/23/2008,12/19/2008,1.43,1.43,1.43,1.43,-1.229,-0.967,-1.139,-1.111666667,2.21,1.696,2.318,2.074666667
TF7808SW,CA67,2/3/2009,2/10/2009,2/7/2009,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667
TF8075SW,CA67,2/10/2009,2/17/2009,2/14/2009,1.37,1.37,1.37,1.37,-0.723,0.121,-0.504,-0.368666667,-1.023,-0.22,-2.436,-1.226333333
TG8604SW,CA67,11/24/2009,12/1/2009,11/28/2009,-0.67,-0.95,-0.67,-0.763333333,0.977,1.137,0.753,0.955666667,0.383,-0.227,0.055,0.070333333
TG8749SW,CA67,12/1/2009,12/8/2009,12/5/2009,-0.95,-0.95,-0.95,-0.95,1.137,-0.286,0.722,0.524333333,-0.227,-0.833,-1.647,-0.902333333
TG9031SW,CA67,12/8/2009,12/15/2009,12/12/2009,-0.95,-0.95,-0.95,-0.95,-0.286,-0.224,-0.829,-0.446333333,-0.833,-3.89,-3.767,-2.83
TH6855SW,CA67,7/13/2010,7/20/2010,7/16/2010,1.95,1.95,1.95,1.95,-0.044,0.482,0.07,0.169333333,0.239,0.7,0.292,0.410333333
TH8383SW,CA67,8/24/2010,8/31/2010,8/27/2010,1.77,1.77,1.77,1.77,2.002,0.889,1.012,1.301,0.436,0.68,0.528,0.548
TI0209SW,CA67,10/12/2010,10/19/2010,10/15/2010,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.478666667,-0.733,-1.132,-0.022,-0.629
TI0443SW,CA67,10/19/2010,10/26/2010,10/22/2010,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.582,-1.132,-0.088,-2.17,-1.13
TI1610SW,CA67,11/16/2010,11/23/2010,11/19/2010,1.62,1.62,1.62,1.62,-1.239,-1.875,-1.813,-1.642333333,1.719,-2.408,-1.688,-0.792333333
TI2415SW,CA67,12/14/2010,12/21/2010,12/17/2010,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.549,-3.642333333
TI2635SW,CA67,12/21/2010,12/28/2010,12/24/2010,2.9,2.9,2.9,2.9,-2.131,-0.1,-1.004,-1.078333333,-4.23,-2.776,-3.862,-3.622666667
TI4618SW,CA67,2/15/2011,2/22/2011,2/18/2011,2.12,2.12,2.12,2.12,-1.404,-1.332,-1.44,-1.392,-0.007,0.759,-0.205,0.182333333
TI4830SW,CA67,2/22/2011,3/1/2011,2/25/2011,2.12,2.09,2.12,2.11,-1.332,-0.712,-1.323,-1.122333333,0.759,0.456,3.666,1.627
TI5591SW,CA67,3/15/2011,3/22/2011,3/18/2011,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.623333333,1.799,1.986,0.856,1.547
TI5950SW,CA67,3/22/2011,3/29/2011,3/26/2011,2.09,2.09,2.09,2.09,0.434,0.941,0.386,0.587,1.986,1.456,1.778,1.74
TI6375SW,CA67,4/5/2011,4/12/2011,4/9/2011,3.02,3.02,3.02,3.02,-0.541,-0.952,-0.515,-0.669333333,4.106,3.438,3.144,3.562666667
TI9657SW,CA67,7/5/2011,7/12/2011,7/8/2011,1.11,1.11,1.11,1.11,-0.011,-0.342,-0.901,-0.418,-1.844,-0.297,-2.17,-1.437
TJ0675SW,CA67,7/26/2011,8/2/2011,7/29/2011,1.11,0.07,1.11,0.763333333,-1.424,-1.42,-0.585,-1.143,0.244,-1.41,-0.28,-0.482
TJ3928SW,CA67,11/1/2011,11/8/2011,11/4/2011,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ5197SW,CA67,12/6/2011,12/14/2011,12/10/2011,2.45,2.45,2.45,2.45,-0.354,0.176,0.117,-0.020333333,3.729,1.083,1.408,2.073333333
TJ5368SW,CA67,12/14/2011,12/20/2011,12/17/2011,2.45,2.45,2.45,2.45,0.176,0.394,0.437,0.335666667,1.083,0.853,-0.018,0.639333333
TJ6812SW,CA67,1/17/2012,1/24/2012,1/20/2012,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333
TJ7682SW,CA67,2/14/2012,2/21/2012,2/17/2012,0.22,0.22,0.22,0.22,0.896,0.459,0.674,0.676333333,0.31,1.528,0.822,0.886666667
TJ8698SW,CA67,3/13/2012,3/20/2012,3/16/2012,0.2,0.2,0.2,0.2,0.357,0.75,0.728,0.611666667,0.076,2.085,2.229,1.463333333
TJ8964SW,CA67,3/20/2012,3/27/2012,3/23/2012,0.2,0.2,0.2,0.2,0.75,0.713,0.137,0.533333333,2.085,-0.323,-1.528,0.078
TJ9725SW,CA67,4/10/2012,4/17/2012,4/13/2012,-0.65,-0.65,-0.65,-0.65,0.58,-0.368,0.149,0.120333333,0.015,1.055,-0.572,0.166
TK3204SW,CA67,7/10/2012,7/17/2012,7/13/2012,-0.15,-0.15,-0.15,-0.15,0.193,-1.158,-0.239,-0.401333333,0.026,1.047,0.475,0.516
TK4215SW,CA67,8/7/2012,8/15/2012,8/11/2012,-0.74,-0.74,-0.74,-0.74,-1.651,0.331,-0.75,-0.69,1.447,-1.264,0.343,0.175333333
TK4479SW,CA67,8/15/2012,8/21/2012,8/18/2012,-0.74,-0.74,-0.74,-0.74,0.331,0.963,-0.326,0.322666667,-1.264,0.469,-1.41,-0.735
TK5149SW,CA67,9/4/2012,9/11/2012,9/8/2012,0.22,0.22,0.22,0.22,0.03,0.284,-0.449,-0.045,1.645,1.094,0.944,1.227666667
TK8783SW,CA67,12/11/2012,12/18/2012,12/14/2012,-0.77,-0.77,-0.77,-0.77,-0.88,-1.069,-0.614,-0.854333333,-2.3,-1.716,-1.162,-1.726
TK9418SW,CA67,1/2/2013,1/8/2013,1/5/2013,-0.1,-0.1,-0.1,-0.1,1.368,0.284,0.989,0.880333333,-0.411,0.657,-0.321,-0.025
TL0290SW,CA67,1/22/2013,1/29/2013,1/25/2013,-0.1,-0.1,-0.1,-0.1,0.566,0.031,-0.119,0.159333333,-2.744,0.133,-0.226,-0.945666667
TL1687SW,CA67,2/19/2013,2/26/2013,2/22/2013,-0.47,-0.47,-0.47,-0.47,0.06,0.932,0.18,0.390666667,-2.62,-2.445,-2.046,-2.370333333
TL2506SW,CA67,3/12/2013,3/19/2013,3/15/2013,1.06,1.06,1.06,1.06,-0.63,-1.135,-0.011,-0.592,-1.634,-5.193,-1.434,-2.753666667
TL4414SW,CA67,5/7/2013,5/14/2013,5/10/2013,0.9,0.9,0.9,0.9,0.678,-0.495,1.047,0.41,1.197,0.173,1.465,0.945
TL8442SW,CA67,8/20/2013,8/27/2013,8/23/2013,-0.23,-0.23,-0.23,-0.23,-0.219,1.026,-0.551,0.085333333,0.505,0.202,0.328,0.345
TM0163SW,CA67,9/3/2013,9/17/2013,9/10/2013,0.41,0.41,0.41,0.41,0.276,0.444,0.656,0.458666667,0.513,-0.553,0.411,0.123666667
TM0254SW,CA67,10/1/2013,10/17/2013,10/9/2013,-0.34,-0.34,-0.34,-0.34,-0.888,-0.382,-0.361,-0.543666667,-0.497,-0.66,0.529,-0.209333333
TM1681SW,CA67,11/19/2013,11/26/2013,11/22/2013,0.75,0.75,0.75,0.75,-0.966,-0.113,-0.152,-0.410333333,1.101,1.602,-1.167,0.512
TM5495SW,CA67,2/25/2014,3/4/2014,2/28/2014,-0.32,-1.7,-0.32,-0.78,0.507,-0.209,-0.396,-0.032666667,-0.784,-0.028,-1.746,-0.852666667
TM7531SW,CA67,4/22/2014,4/29/2014,4/26/2014,0.81,0.81,0.81,0.81,0.788,1.071,0.314,0.724333333,0.264,-1.369,-1.132,-0.745666667
TM9269SW,CA67,5/20/2014,5/27/2014,5/24/2014,0.72,0.72,0.72,0.72,0.106,-1.344,-1.401,-0.879666667,-0.165,-0.91,-0.263,-0.446
TN3045SW,CA67,9/9/2014,9/16/2014,9/13/2014,-0.66,-0.66,-0.66,-0.66,0.298,0.915,0.83,0.681,0.354,-1.924,-0.55,-0.706666667
TN3230SW,CA67,9/16/2014,9/23/2014,9/20/2014,-0.66,-0.66,-0.66,-0.66,0.915,0.394,1.31,0.873,-1.924,0.475,-0.538,-0.662333333
TN6669SW,CA67,12/2/2014,12/9/2014,12/5/2014,-0.66,-0.66,-0.66,-0.66,-0.772,1.309,0.156,0.231,0.266,0.224,-0.683,-0.064333333
