SampleName,site,In,Out,middate,SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
NZ0707SW,CA66,3/23/2004,3/30/2004,3/26/2004,-0.11,-0.11,-0.11,-0.11,-0.598,1.517,0.289,0.402666667,-1.603,-0.831,-0.203,-0.879
NZ8175SW,CA66,10/12/2004,10/19/2004,10/15/2004,-0.42,-0.42,-0.42,-0.42,0.362,-1.576,-1.625,-0.946333333,-0.578,-2.04,-1.05,-1.222666667
NZ8469SW,CA66,10/19/2004,10/26/2004,10/22/2004,-0.42,-0.42,-0.42,-0.42,-1.576,-0.789,-1.132,-1.165666667,-2.04,-1.123,-0.289,-1.150666667
TA0001SW,CA66,11/30/2004,12/7/2004,12/3/2004,-1.06,-0.94,-0.94,-0.98,-0.38,0.11,0.025,-0.081666667,0.451,0.722,1.464,0.879
TA0836SW,CA66,12/21/2004,12/28/2004,12/24/2004,-0.94,-0.94,-0.94,-0.94,-0.181,-1.055,-0.497,-0.577666667,0.84,2.69,1.452,1.660666667
TA1153SW,CA66,12/28/2004,1/4/2005,12/31/2004,-0.94,0.2,-0.94,-0.56,-1.055,-0.76,-0.628,-0.814333333,2.69,4.45,3.133,3.424333333
TA1153SW,CA66,12/28/2004,1/4/2005,1/1/2005,-0.94,0.2,0.2,-0.18,-1.055,-0.76,-0.852,-0.889,2.69,4.45,3.09,3.41
TA1373SW,CA66,1/4/2005,1/11/2005,1/7/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.447,-0.940666667,4.45,1.723,3.648,3.273666667
TA1373SW,CA66,1/4/2005,1/11/2005,1/8/2005,0.2,0.2,0.2,0.2,-0.76,-0.615,-1.531,-0.968666667,4.45,1.723,3.482,3.218333333
TA1710SW,CA66,1/11/2005,1/18/2005,1/14/2005,0.2,0.2,0.2,0.2,-0.615,0.355,-0.017,-0.092333333,1.723,0.69,-1.5,0.304333333
TA1710SW,CA66,1/11/2005,1/18/2005,1/15/2005,0.2,0.2,0.2,0.2,-0.615,0.355,0.118,-0.047333333,1.723,0.69,-0.952,0.487
TA2186SW,CA66,1/25/2005,2/1/2005,1/28/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.46,0.572666667,-3.819,-1.209,-2.185,-2.404333333
TA2186SW,CA66,1/25/2005,2/1/2005,1/29/2005,0.2,-2.99,0.2,-0.863333333,1.098,0.16,0.247,0.501666667,-3.819,-1.209,-1.939,-2.322333333
TA2758SW,CA66,2/8/2005,2/15/2005,2/11/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.411,0.355333333,1.047,-1.463,1.306,0.296666667
TA2758SW,CA66,2/8/2005,2/15/2005,2/12/2005,-2.99,-2.99,-2.99,-2.99,-0.01,0.665,0.491,0.382,1.047,-1.463,-0.11,-0.175333333
TA2999SW,CA66,2/15/2005,2/22/2005,2/18/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.361,0.408333333,-1.463,-2.517,-1.062,-1.680666667
TA2999SW,CA66,2/15/2005,2/22/2005,2/19/2005,-2.99,-2.99,-2.99,-2.99,0.665,0.199,0.296,0.386666667,-1.463,-2.517,-1.126,-1.702
TA3265SW,CA66,2/22/2005,3/1/2005,2/25/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.227,0.429666667,-2.517,-2.726,-3.882,-3.041666667
TA3265SW,CA66,2/22/2005,3/1/2005,2/26/2005,-2.99,-0.26,-2.99,-2.08,0.199,0.863,0.512,0.524666667,-2.517,-2.726,-4.337,-3.193333333
TA3593SW,CA66,3/1/2005,3/8/2005,3/4/2005,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.182,1.006666667,-2.726,-2.84,-0.81,-2.125333333
TA3593SW,CA66,3/1/2005,3/8/2005,3/5/2005,-0.26,-0.26,-0.26,-0.26,0.863,0.975,1.035,0.957666667,-2.726,-2.84,-1.26,-2.275333333
TA4097SW,CA66,3/15/2005,3/22/2005,3/18/2005,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.161,0.082666667,-1.433,-0.727,-2.256,-1.472
TA4097SW,CA66,3/15/2005,3/22/2005,3/19/2005,-0.26,-0.26,-0.26,-0.26,-0.45,0.537,0.092,0.059666667,-1.433,-0.727,-2.6,-1.586666667
TA4473SW,CA66,3/22/2005,3/29/2005,3/25/2005,-0.26,-0.26,-0.26,-0.26,0.537,0.563,-0.165,0.311666667,-0.727,-0.32,-0.409,-0.485333333
TA4473SW,CA66,3/22/2005,3/29/2005,3/26/2005,-0.26,-0.26,-0.26,-0.26,0.537,0.563,0.09,0.396666667,-0.727,-0.32,-1.009,-0.685333333
TA4685SW,CA66,3/29/2005,4/5/2005,4/1/2005,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.772,0.947,-0.32,0.55,0.341,0.190333333
TA4685SW,CA66,3/29/2005,4/5/2005,4/2/2005,-0.26,-1.22,-1.22,-0.9,0.563,1.506,0.767,0.945333333,-0.32,0.55,1.227,0.485666667
TA4886SW,CA66,4/5/2005,4/12/2005,4/8/2005,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.688,1.011,0.55,0.44,0.63,0.54
TA4886SW,CA66,4/5/2005,4/12/2005,4/9/2005,-1.22,-1.22,-1.22,-1.22,1.506,0.839,0.49,0.945,0.55,0.44,1.18,0.723333333
TA5480SW,CA66,4/19/2005,4/26/2005,4/22/2005,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.184,1.035333333,0.019,-1.836,0.246,-0.523666667
TA5480SW,CA66,4/19/2005,4/26/2005,4/23/2005,-1.22,-1.22,-1.22,-1.22,0.145,1.777,1.412,1.111333333,0.019,-1.836,0.74,-0.359
TA5712SW,CA66,4/26/2005,5/3/2005,4/29/2005,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.242,0.678333333,-1.836,-0.094,-2.393,-1.441
TA5712SW,CA66,4/26/2005,5/3/2005,4/30/2005,-1.22,-1.46,-1.22,-1.3,1.777,0.016,0.281,0.691333333,-1.836,-0.094,-1.714,-1.214666667
TA5972SW,CA66,5/3/2005,5/10/2005,5/6/2005,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.779,0.694333333,-0.094,-1.603,-0.281,-0.659333333
TA5972SW,CA66,5/3/2005,5/10/2005,5/7/2005,-1.46,-1.46,-1.46,-1.46,0.016,1.288,0.98,0.761333333,-0.094,-1.603,-0.77,-0.822333333
TB3164SW,CA66,11/8/2005,11/15/2005,11/11/2005,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.631,-0.615,-0.061,0.276,1.04,0.418333333
TB3164SW,CA66,11/8/2005,11/15/2005,11/12/2005,-0.42,-0.42,-0.42,-0.42,-0.64,-0.574,-0.818,-0.677333333,-0.061,0.276,0.208,0.141
TB3721SW,CA66,11/22/2005,11/29/2005,11/25/2005,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.767,0.219666667,-0.924,-0.924,-1.446,-1.098
TB3721SW,CA66,11/22/2005,11/29/2005,11/26/2005,-0.42,-0.42,-0.42,-0.42,0.985,-1.093,0.144,0.012,-0.924,-0.924,-0.898,-0.915333333
TB4196SW,CA66,11/29/2005,12/6/2005,12/2/2005,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.609,-0.401,-0.924,-3.454,-2.097,-2.158333333
TB4196SW,CA66,11/29/2005,12/6/2005,12/3/2005,-0.42,0.01,0.01,-0.133333333,-1.093,0.499,-0.453,-0.349,-0.924,-3.454,-2.679,-2.352333333
TB4498SW,CA66,12/13/2005,12/20/2005,12/16/2005,0.01,0.01,0.01,0.01,0.584,1.161,1.236,0.993666667,-1.643,-1.706,-2.601,-1.983333333
TB4498SW,CA66,12/13/2005,12/20/2005,12/17/2005,0.01,0.01,0.01,0.01,0.584,1.161,1.051,0.932,-1.643,-1.706,-2.345,-1.898
TB4724SW,CA66,12/20/2005,12/27/2005,12/23/2005,0.01,0.01,0.01,0.01,1.161,1.274,0.952,1.129,-1.706,-2.899,-2.06,-2.221666667
TB4724SW,CA66,12/20/2005,12/27/2005,12/24/2005,0.01,0.01,0.01,0.01,1.161,1.274,1.275,1.236666667,-1.706,-2.899,-2.75,-2.451666667
TB5053SW,CA66,12/27/2005,1/3/2006,12/30/2005,0.01,1.29,0.01,0.436666667,1.274,0.039,1.013,0.775333333,-2.899,-0.824,-2.182,-1.968333333
TB5525SW,CA66,1/10/2006,1/17/2006,1/13/2006,1.29,1.29,1.29,1.29,0.147,0.113,0.105,0.121666667,2.884,-0.566,1.473,1.263666667
TB6856SW,CA66,2/14/2006,2/21/2006,2/17/2006,-0.12,-0.12,-0.12,-0.12,0.647,-1.159,-0.84,-0.450666667,0.884,2.375,1.355,1.538
TB7120SW,CA66,2/21/2006,2/28/2006,2/24/2006,-0.12,-0.12,-0.12,-0.12,-1.159,-1.721,-1.783,-1.554333333,2.375,-2.029,-0.121,0.075
TB7397SW,CA66,2/28/2006,3/7/2006,3/3/2006,-0.12,1.32,1.32,0.84,-1.721,0.124,-0.693,-0.763333333,-2.029,1.054,-1.667,-0.880666667
TB7672SW,CA66,3/7/2006,3/14/2006,3/10/2006,1.32,1.32,1.32,1.32,0.124,-0.677,-0.857,-0.47,1.054,-2.013,0.111,-0.282666667
TB7957SW,CA66,3/14/2006,3/21/2006,3/17/2006,1.32,1.32,1.32,1.32,-0.677,-0.107,-0.37,-0.384666667,-2.013,-3.822,-2.825,-2.886666667
TB8208SW,CA66,3/21/2006,3/28/2006,3/24/2006,1.32,1.32,1.32,1.32,-0.107,-0.142,0.374,0.041666667,-3.822,-0.913,-2.801,-2.512
TB8497SW,CA66,3/28/2006,4/4/2006,3/31/2006,1.32,1.17,1.32,1.27,-0.142,0.05,0.216,0.041333333,-0.913,-1.635,-1.202,-1.25
TB8740SW,CA66,4/4/2006,4/11/2006,4/7/2006,1.17,1.17,1.17,1.17,0.05,-0.087,0.699,0.220666667,-1.635,1.338,-2.378,-0.891666667
TB8999SW,CA66,4/11/2006,4/18/2006,4/14/2006,1.17,1.17,1.17,1.17,-0.087,0.319,-0.529,-0.099,1.338,0.319,2.121,1.259333333
TC0324SW,CA66,5/16/2006,5/23/2006,5/19/2006,-0.96,-0.96,-0.96,-0.96,0.314,-0.877,-0.063,-0.208666667,0.103,0.662,0.354,0.373
TC2706SW,CA66,7/18/2006,7/25/2006,7/21/2006,-0.9,-0.9,-0.9,-0.9,0.156,0.145,-0.747,-0.148666667,-0.269,-0.196,-0.032,-0.165666667
TC5640SW,CA66,10/3/2006,10/10/2006,10/6/2006,-1.52,-1.52,-1.52,-1.52,-1.313,0.48,-0.477,-0.436666667,-0.173,-1.523,0.124,-0.524
TC6956SW,CA66,11/7/2006,11/14/2006,11/10/2006,0.05,0.05,0.05,0.05,-0.062,-1.345,-0.351,-0.586,1.857,0.062,1.93,1.283
TC7512SW,CA66,11/21/2006,11/28/2006,11/24/2006,0.05,0.05,0.05,0.05,-0.556,-0.59,-0.979,-0.708333333,0.487,0.684,-0.939,0.077333333
TC8490SW,CA66,12/5/2006,12/12/2006,12/8/2006,-0.39,-0.39,-0.39,-0.39,1.058,0.887,1.633,1.192666667,1.284,3.538,1.342,2.054666667
TC8557SW,CA66,12/19/2006,12/26/2006,12/22/2006,-0.39,-0.39,-0.39,-0.39,1.411,0.964,1.36,1.245,2.056,1.228,2.157,1.813666667
TC8816SW,CA66,12/26/2006,1/2/2007,12/30/2006,-0.39,-0.83,-0.39,-0.536666667,0.964,0.756,0.948,0.889333333,1.228,3.59,3.64,2.819333333
TC9079SW,CA66,1/2/2007,1/9/2007,1/6/2007,-0.83,-0.83,-0.83,-0.83,0.756,0.01,-0.439,0.109,3.59,2.605,3.975,3.39
TC9630SW,CA66,1/16/2007,1/23/2007,1/20/2007,-0.83,-0.83,-0.83,-0.83,0.308,0.951,0.35,0.536333333,1.686,-0.023,1.297,0.986666667
TC9896SW,CA66,1/23/2007,1/30/2007,1/27/2007,-0.83,-0.83,-0.83,-0.83,0.951,1.293,0.724,0.989333333,-0.023,0.587,0.275,0.279666667
TD0430SW,CA66,2/6/2007,2/13/2007,2/10/2007,-0.38,-0.38,-0.38,-0.38,0.705,0.711,0.372,0.596,-1.68,-1.907,-1.629,-1.738666667
TD0944SW,CA66,2/20/2007,2/27/2007,2/24/2007,-0.38,-0.38,-0.38,-0.38,-0.92,-1.026,-1.242,-1.062666667,-1.447,0.298,-1.233,-0.794
TD1228SW,CA66,2/27/2007,3/6/2007,3/3/2007,-0.38,-0.3,-0.3,-0.326666667,-1.026,-0.106,-0.547,-0.559666667,0.298,0.221,0.597,0.372
TD2025SW,CA66,3/20/2007,3/27/2007,3/24/2007,-0.3,-0.3,-0.3,-0.3,-0.165,0.422,1.05,0.435666667,1.297,1.322,1.084,1.234333333
TD2825SW,CA66,4/10/2007,4/17/2007,4/14/2007,-0.35,-0.35,-0.35,-0.35,0.89,1.247,0.629,0.922,2.63,1.342,0.871,1.614333333
TD3086SW,CA66,4/17/2007,4/24/2007,4/21/2007,-0.35,-0.35,-0.35,-0.35,1.247,0.539,0.81,0.865333333,1.342,1.246,-0.34,0.749333333
TD9002SW,CA66,9/18/2007,9/25/2007,9/22/2007,0.12,0.12,0.12,0.12,1.348,1.872,1.411,1.543666667,0.665,0.12,0.833,0.539333333
TD9804SW,CA66,10/9/2007,10/16/2007,10/13/2007,0.44,0.44,0.44,0.44,-0.27,1.339,1.241,0.77,-1.925,0.429,-0.26,-0.585333333
TE0063SW,CA66,10/16/2007,10/23/2007,10/20/2007,0.44,0.44,0.44,0.44,1.339,0.956,0.463,0.919333333,0.429,0.473,0.033,0.311666667
TE0866SW,CA66,11/6/2007,11/13/2007,11/10/2007,0.82,0.82,0.82,0.82,0.768,0.268,1.107,0.714333333,-0.112,-1.759,-1.096,-0.989
TE1969SW,CA66,12/4/2007,12/11/2007,12/8/2007,1.49,1.49,1.49,1.49,1.136,-0.067,-0.197,0.290666667,0.015,0.342,1.827,0.728
TE2238SW,CA66,12/11/2007,12/18/2007,12/15/2007,1.49,1.49,1.49,1.49,-0.067,0.203,-0.492,-0.118666667,0.342,-0.966,0.898,0.091333333
TE2452SW,CA66,12/18/2007,12/26/2007,12/22/2007,1.49,1.49,1.49,1.49,0.203,0.142,0.833,0.392666667,-0.966,2.249,0.579,0.620666667
TE3005SW,CA66,1/2/2008,1/8/2008,1/5/2008,1.54,1.54,1.54,1.54,0.456,-0.629,-0.739,-0.304,-2.468,-0.78,-0.333,-1.193666667
TE3288SW,CA66,1/8/2008,1/15/2008,1/11/2008,1.54,1.54,1.54,1.54,-0.629,0.331,0.051,-0.082333333,-0.78,0.397,-0.731,-0.371333333
TE3565SW,CA66,1/15/2008,1/22/2008,1/18/2008,1.54,1.54,1.54,1.54,0.331,-0.219,0.248,0.12,0.397,3.387,1.165,1.649666667
TE3826SW,CA66,1/22/2008,1/29/2008,1/25/2008,1.54,1.54,1.54,1.54,-0.219,-1.068,-0.807,-0.698,3.387,1.995,4.458,3.28
TE4083SW,CA66,1/29/2008,2/5/2008,2/1/2008,1.54,2.05,2.05,1.88,-1.068,-0.318,-1.172,-0.852666667,1.995,1.006,1.928,1.643
TE4869SW,CA66,2/19/2008,2/26/2008,2/22/2008,2.05,2.05,2.05,2.05,1.568,0.718,0.652,0.979333333,0.737,1.7,4.59,2.342333333
TE5664SW,CA66,3/11/2008,3/18/2008,3/14/2008,1.04,1.04,1.04,1.04,0.327,-0.494,-0.47,-0.212333333,1.822,-0.075,-0.456,0.430333333
TE6456SW,CA66,4/1/2008,4/8/2008,4/4/2008,0.56,0.56,0.56,0.56,-0.806,-0.054,-0.816,-0.558666667,0.007,-1.558,-0.873,-0.808
TE8314SW,CA66,5/20/2008,5/27/2008,5/23/2008,-0.25,-0.25,-0.25,-0.25,0.517,0.159,0.291,0.322333333,-1.328,0.317,-1.698,-0.903
TF3320SW,CA66,9/30/2008,10/7/2008,10/3/2008,1.26,1.52,1.52,1.433333333,-0.665,0.988,2.462,0.928333333,-0.398,0.641,-0.964,-0.240333333
TF3802SW,CA66,10/14/2008,10/21/2008,10/17/2008,1.52,1.52,1.52,1.52,-0.642,0.736,0.132,0.075333333,2.442,2.566,2.18,2.396
TF4337SW,CA66,10/28/2008,11/4/2008,10/31/2008,1.52,1.64,1.52,1.56,0.041,0.126,-0.092,0.025,1.617,-0.045,0.828,0.8
TF4553SW,CA66,11/4/2008,11/11/2008,11/7/2008,1.64,1.64,1.64,1.64,0.126,1,0.697,0.607666667,-0.045,0.097,-0.422,-0.123333333
TF5377SW,CA66,11/25/2008,12/2/2008,11/28/2008,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.373,-1.196333333
TF5869SW,CA66,12/9/2008,12/16/2008,12/12/2008,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448
TF6119SW,CA66,12/16/2008,12/23/2008,12/19/2008,1.43,1.43,1.43,1.43,-1.229,-0.967,-1.139,-1.111666667,2.21,1.696,2.318,2.074666667
TF6287SW,CA66,12/23/2008,12/30/2008,12/26/2008,1.43,1.43,1.43,1.43,-0.967,-0.426,-0.913,-0.768666667,1.696,-1.615,0.506,0.195666667
TF7416SW,CA66,1/20/2009,1/27/2009,1/24/2009,0.85,0.85,0.85,0.85,0.797,-0.792,-0.609,-0.201333333,0.443,1.908,1.057,1.136
TF7910SW,CA66,2/3/2009,2/10/2009,2/7/2009,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667
TF8182SW,CA66,2/10/2009,2/17/2009,2/14/2009,1.37,1.37,1.37,1.37,-0.723,0.121,-0.504,-0.368666667,-1.023,-0.22,-2.436,-1.226333333
TF8430SW,CA66,2/17/2009,2/24/2009,2/21/2009,1.37,1.37,1.37,1.37,0.121,-0.814,-0.035,-0.242666667,-0.22,0.383,-0.01,0.051
TF8666SW,CA66,2/24/2009,3/3/2009,2/28/2009,1.37,-0.21,1.37,0.843333333,-0.814,-0.2,-1.425,-0.813,0.383,1.698,2.29,1.457
TF8918SW,CA66,3/3/2009,3/10/2009,3/7/2009,-0.21,-0.21,-0.21,-0.21,-0.2,-1.037,-1.238,-0.825,1.698,-0.694,1.009,0.671
TF9418SW,CA66,3/17/2009,3/24/2009,3/21/2009,-0.21,-0.21,-0.21,-0.21,-0.308,0.077,-0.022,-0.084333333,-0.523,-0.069,-0.251,-0.281
TG0187SW,CA66,4/7/2009,4/14/2009,4/11/2009,1.06,1.06,1.06,1.06,0.305,0.505,0.445,0.418333333,1.03,-0.559,0.803,0.424666667
TG0949SW,CA66,4/28/2009,5/5/2009,5/2/2009,1.06,-0.86,-0.86,-0.22,0.544,-0.592,0.418,0.123333333,2.498,2.554,1.708,2.253333333
TG5803SW,CA66,9/8/2009,9/15/2009,9/12/2009,0.35,0.35,0.35,0.35,0.723,0.534,0.887,0.714666667,0.748,-1.279,0.269,-0.087333333
TG6814SW,CA66,10/6/2009,10/13/2009,10/10/2009,-1.66,-1.66,-1.66,-1.66,-1.36,0.201,0.46,-0.233,-0.659,-1.024,-2.574,-1.419
TG7080SW,CA66,10/13/2009,10/20/2009,10/17/2009,-1.66,-1.66,-1.66,-1.66,0.201,0.602,1.042,0.615,-1.024,-1.979,-0.517,-1.173333333
TG8826SW,CA66,12/1/2009,12/8/2009,12/5/2009,-0.95,-0.95,-0.95,-0.95,1.137,-0.286,0.722,0.524333333,-0.227,-0.833,-1.647,-0.902333333
TG9275SW,CA66,12/8/2009,12/15/2009,12/12/2009,-0.95,-0.95,-0.95,-0.95,-0.286,-0.224,-0.829,-0.446333333,-0.833,-3.89,-3.767,-2.83
TG9287SW,CA66,12/15/2009,12/22/2009,12/19/2009,-0.95,-0.95,-0.95,-0.95,-0.224,0.384,0.549,0.236333333,-3.89,-5.503,-4.651,-4.681333333
TG9498SW,CA66,12/22/2009,12/29/2009,12/26/2009,-0.95,-0.95,-0.95,-0.95,0.384,0.031,0.29,0.235,-5.503,-3.836,-4.406,-4.581666667
TH0870SW,CA66,1/26/2010,2/2/2010,1/29/2010,-1.13,-1.59,-1.13,-1.283333333,0.136,0.307,0.052,0.165,-0.728,-2.3,-2.58,-1.869333333
TH1120SW,CA66,2/2/2010,2/9/2010,2/5/2010,-1.59,-1.59,-1.59,-1.59,0.307,0.71,0.597,0.538,-2.3,-4.459,-4.706,-3.821666667
TH1597SW,CA66,2/16/2010,2/23/2010,2/19/2010,-1.59,-1.59,-1.59,-1.59,0.672,-0.057,0.532,0.382333333,-4.292,-4.591,-4.026,-4.303
TH1881SW,CA66,2/23/2010,3/2/2010,2/26/2010,-1.59,-1.4,-1.59,-1.526666667,-0.057,0.808,-0.221,0.176666667,-4.591,-1.999,-3.23,-3.273333333
TH2123SW,CA66,3/2/2010,3/9/2010,3/5/2010,-1.4,-1.4,-1.4,-1.4,0.808,0.963,0.599,0.79,-1.999,0.719,-0.512,-0.597333333
TH2377SW,CA66,3/9/2010,3/16/2010,3/12/2010,-1.4,-1.4,-1.4,-1.4,0.963,1.181,1.39,1.178,0.719,0.162,-0.081,0.266666667
TH2848SW,CA66,3/23/2010,3/30/2010,3/26/2010,-1.4,-1.4,-1.4,-1.4,-0.027,0.918,0.274,0.388333333,-0.202,-1.432,-1.9,-1.178
TH3107SW,CA66,3/30/2010,4/6/2010,4/2/2010,-1.4,1.88,1.88,0.786666667,0.918,0.22,0.838,0.658666667,-1.432,0.04,-0.674,-0.688666667
TH3393SW,CA66,4/6/2010,4/13/2010,4/9/2010,1.88,1.88,1.88,1.88,0.22,0.794,0.233,0.415666667,0.04,0.781,-1.032,-0.070333333
TH3659SW,CA66,4/13/2010,4/20/2010,4/16/2010,1.88,1.88,1.88,1.88,0.794,1.782,0.96,1.178666667,0.781,-0.868,0.544,0.152333333
TH3914SW,CA66,4/20/2010,4/27/2010,4/23/2010,1.88,1.88,1.88,1.88,1.782,1.689,1.224,1.565,-0.868,0.484,-1.213,-0.532333333
TH4137SW,CA66,4/27/2010,5/4/2010,4/30/2010,1.88,0.85,1.88,1.536666667,1.689,-1.648,0.447,0.162666667,0.484,-0.602,0.818,0.233333333
TH4385SW,CA66,5/4/2010,5/11/2010,5/7/2010,0.85,0.85,0.85,0.85,-1.648,-0.368,-1.184,-1.066666667,-0.602,-0.788,-1.861,-1.083666667
TH5217SW,CA66,5/25/2010,6/1/2010,5/29/2010,0.85,0.24,0.85,0.646666667,-1.009,0.464,0.569,0.008,-1.062,-0.279,-1.009,-0.783333333
TH9963SW,CA66,10/5/2010,10/12/2010,10/8/2010,1.8,1.8,1.8,1.8,1.692,0.368,1.367,1.142333333,1.732,-0.733,-1.639,-0.213333333
TI0226SW,CA66,10/12/2010,10/19/2010,10/15/2010,1.8,1.8,1.8,1.8,0.368,0.755,0.313,0.478666667,-0.733,-1.132,-0.022,-0.629
TI0488SW,CA66,10/19/2010,10/26/2010,10/22/2010,1.8,1.8,1.8,1.8,0.755,-0.11,1.101,0.582,-1.132,-0.088,-2.17,-1.13
TI0720SW,CA66,10/26/2010,11/2/2010,10/29/2010,1.8,1.62,1.8,1.74,-0.11,1.227,0.474,0.530333333,-0.088,2.381,0.826,1.039666667
TI0978SW,CA66,11/2/2010,11/9/2010,11/5/2010,1.62,1.62,1.62,1.62,1.227,0.572,1.408,1.069,2.381,-0.768,1.532,1.048333333
TI1723SW,CA66,11/16/2010,11/23/2010,11/19/2010,1.62,1.62,1.62,1.62,-1.239,-1.875,-1.813,-1.642333333,1.719,-2.408,-1.688,-0.792333333
TI1702SW,CA66,11/23/2010,11/30/2010,11/26/2010,1.62,1.62,1.62,1.62,-1.875,-0.565,-1.021,-1.153666667,-2.408,-1.377,-4.058,-2.614333333
TI1983SW,CA66,11/30/2010,12/7/2010,12/3/2010,1.62,2.9,2.9,2.473333333,-0.565,-0.61,-0.947,-0.707333333,-1.377,-2.306,-0.464,-1.382333333
TI2693SW,CA66,12/14/2010,12/21/2010,12/17/2010,2.9,2.9,2.9,2.9,-1.097,-2.131,-1.276,-1.501333333,-2.148,-4.23,-4.549,-3.642333333
TI2688SW,CA66,12/21/2010,12/28/2010,12/24/2010,2.9,2.9,2.9,2.9,-2.131,-0.1,-1.004,-1.078333333,-4.23,-2.776,-3.862,-3.622666667
TI3929SW,CA66,1/25/2011,2/1/2011,1/28/2011,2.01,2.12,2.01,2.046666667,1.098,0.908,1.12,1.042,-0.272,2.097,0.458,0.761
TI4418SW,CA66,2/8/2011,2/15/2011,2/12/2011,2.12,2.12,2.12,2.12,-0.082,-1.404,-0.647,-0.711,0.989,-0.007,2.15,1.044
TI4933SW,CA66,2/22/2011,3/1/2011,2/25/2011,2.12,2.09,2.12,2.11,-1.332,-0.712,-1.323,-1.122333333,0.759,0.456,3.666,1.627
TI5183SW,CA66,3/1/2011,3/8/2011,3/4/2011,2.09,2.09,2.09,2.09,-0.712,0.396,0.175,-0.047,0.456,1.741,0.524,0.907
TI5437SW,CA66,3/8/2011,3/15/2011,3/12/2011,2.09,2.09,2.09,2.09,0.396,1.155,0.575,0.708666667,1.741,1.799,-0.181,1.119666667
TI5860SW,CA66,3/15/2011,3/22/2011,3/18/2011,2.09,2.09,2.09,2.09,1.155,0.434,0.281,0.623333333,1.799,1.986,0.856,1.547
TI5935SW,CA66,3/22/2011,3/29/2011,3/25/2011,2.09,2.09,2.09,2.09,0.434,0.941,0.209,0.528,1.986,1.456,1.619,1.687
TI6432SW,CA66,4/5/2011,4/12/2011,4/8/2011,3.02,3.02,3.02,3.02,-0.541,-0.952,-0.262,-0.585,4.106,3.438,2.982,3.508666667
TI6922SW,CA66,4/19/2011,4/26/2011,4/22/2011,3.02,3.02,3.02,3.02,-1.156,-0.324,-0.667,-0.715666667,1.843,1.357,0.694,1.298
TI7402SW,CA66,5/3/2011,5/10/2011,5/6/2011,0.46,0.46,0.46,0.46,-0.728,-0.644,-0.627,-0.666333333,-1.107,-0.565,-0.259,-0.643666667
TI7656SW,CA66,5/10/2011,5/17/2011,5/13/2011,0.46,0.46,0.46,0.46,-0.644,1.356,0.88,0.530666667,-0.565,0.486,-0.722,-0.267
TI7876SW,CA66,5/17/2011,5/24/2011,5/20/2011,0.46,0.46,0.46,0.46,1.356,1.181,1.745,1.427333333,0.486,0.264,-0.052,0.232666667
TI8428SW,CA66,5/31/2011,6/7/2011,6/3/2011,0.46,-0.04,-0.04,0.126666667,-0.314,0.393,0.441,0.173333333,1.02,-1.148,0.207,0.026333333
TI9373SW,CA66,6/28/2011,7/5/2011,7/1/2011,-0.04,1.11,1.11,0.726666667,-0.834,-0.011,-0.42,-0.421666667,-0.395,-1.844,-0.829,-1.022666667
TJ3979SW,CA66,11/1/2011,11/8/2011,11/4/2011,1.41,1.41,1.41,1.41,-0.83,-0.211,-0.573,-0.538,1.42,1.302,0.458,1.06
TJ4386SW,CA66,11/8/2011,11/15/2011,11/11/2011,1.41,1.41,1.41,1.41,-0.211,-1.167,-0.453,-0.610333333,1.302,0.981,-1.016,0.422333333
TJ4384SW,CA66,11/15/2011,11/22/2011,11/18/2011,1.41,1.41,1.41,1.41,-1.167,-0.081,-1.167,-0.805,0.981,1.729,0.95,1.22
TJ5219SW,CA66,12/6/2011,12/13/2011,12/9/2011,2.45,2.45,2.45,2.45,-0.354,0.206,-0.075,-0.074333333,3.729,1.752,0.991,2.157333333
TJ6727SW,CA66,1/17/2012,1/24/2012,1/20/2012,0.9,0.9,0.9,0.9,-0.605,-0.314,-0.339,-0.419333333,0.184,-1.775,0.261,-0.443333333
