SampleName,site,In,Out,middate,dxs,dD,unc,dO,unc,amount [mL],SOI in (monthly),SOI out (monthly),SOI middate (monthly),SOI average (monthly),PNA in (daily),PNA out (daily),PNA middate (daily),PNA average (daily),AO in (daily),AO out (daily),AO middate (daily),AO average (daily)
TD4388SW,WA14,39217.60417,39224.66667,39221.13542,16.57285363,-85.64839863,1.055361076,-12.77765653,0.219804459,3422.1,-0.3,-0.3,-0.3,-0.3,-0.24,0.496,1.034,0.43,1.584,0.679,1.994,1.419
TD4685SW,WA14,39231.70833,39238.6875,39235.19792,8.581127367,-57.10108703,0.948506194,-8.2102768,0.157292721,518.1,-0.3,0.14,0.14,-0.006666667,0.42,1.381,-0.018,0.594333333,-0.61,-1.31,-0.809,-0.909666667
TD5080SW,WA14,39238.6875,39245.8125,39242.25,12.2108237,-67.37386537,0.938847698,-9.948086133,0.268421311,2091.8,0.14,0.14,0.14,0.14,1.381,-0.129,-0.039,0.404333333,-1.31,-0.843,-1.342,-1.165
TD5487SW,WA14,39245.8125,39252.8125,39249.3125,10.7668265,-30.12757137,1.359530434,-5.111799733,0.228702864,292.2,0.14,0.14,0.14,0.14,-0.129,-1.529,-1.286,-0.981333333,-0.843,0.066,0.905,0.042666667
TD5537SW,WA14,39252.8125,39260.41667,39256.61458,15.03937243,-60.0787769,0.797141769,-9.389768667,0.265369554,2536.8,0.14,0.14,0.14,0.14,-1.529,1.083,-0.788,-0.411333333,0.066,-0.384,-0.553,-0.290333333
TD5692SW,WA14,39260.41667,39266.4375,39263.42708,14.76817687,-69.9472514,1.053436757,-10.58942853,0.184913493,2560.8,0.14,-0.44,0.14,-0.053333333,1.083,1.654,1.578,1.438333333,-0.384,-0.788,-0.616,-0.596
TD6514SW,WA14,39280.4375,39287.4375,39283.9375,11.3404402,-76.5507758,0.99453004,-10.986402,0.239972915,6931.1,-0.44,-0.44,-0.44,-0.44,1.275,1.326,0.82,1.140333333,-0.769,0.13,-0.3,-0.313
TD7408SW,WA14,39301.4375,39308.4375,39304.9375,12.63192413,-63.1719372,1.24307723,-9.475482667,0.213021126,436.6,0.01,0.01,0.01,0.01,1.457,1.002,1.092,1.183666667,-0.203,-0.236,-1.181,-0.54
TD7640SW,WA14,39308.4375,39315.4375,39311.9375,12.05566597,-58.15762577,1.007513275,-8.776661467,0.277672469,692.6,0.01,0.01,0.01,0.01,1.002,1.338,1.595,1.311666667,-0.236,-0.526,0.243,-0.173
TD8090SW,WA14,39322.4375,39329.4375,39325.9375,7.383722733,-43.4198858,0.852116189,-6.350451067,0.309021035,595.4,0.01,0.12,0.01,0.046666667,1.288,0.524,0.736,0.849333333,-0.131,0.377,0.683,0.309666667
TD8729SW,WA14,39336.4375,39343.4375,39339.9375,16.30504753,-69.02348793,1.07993009,-10.66606693,0.195514705,648.3,0.12,0.12,0.12,0.12,0.683,1.348,1.638,1.223,-0.239,0.665,0.005,0.143666667
TD8910SW,WA14,39343.4375,39350.4375,39346.9375,12.87637313,-36.79244927,0.876395459,-6.2086028,0.258522726,391.6,0.12,0.12,0.12,0.12,1.348,1.872,1.068,1.429333333,0.665,0.12,1.589,0.791333333
TD9273SW,WA14,39350.4375,39357.54167,39353.98958,17.290131,-68.4068066,0.826450845,-10.7121172,0.216226733,9625.2,0.12,0.44,0.12,0.226666667,1.872,-0.245,1.703,1.11,0.12,2.027,-0.616,0.510333333
TD9487SW,WA14,39357.54167,39364.52083,39361.03125,16.43827487,-62.8075918,0.855459526,-9.905733333,0.214135471,3662.1,0.44,0.44,0.44,0.44,-0.245,-0.27,-0.774,-0.429666667,2.027,-1.925,-0.167,-0.021666667
TD9824SW,WA14,39364.52083,39371.4375,39367.97917,16.43463573,-101.6440427,1.007620464,-14.7598348,0.253347587,5072.1,0.44,0.44,0.44,0.44,-0.27,1.339,1.233,0.767333333,-1.925,0.429,-0.401,-0.632333333
TE0095SW,WA14,39371.4375,39378.4375,39374.9375,21.33620187,-61.14192293,1.02307771,-10.3097656,0.3805023,9492.9,0.44,0.44,0.44,0.44,1.339,0.956,0.989,1.094666667,0.429,0.473,0.114,0.338666667
TE0278SW,WA14,39378.4375,39385.45833,39381.94792,17.18963573,-34.7756496,1.164344021,-6.495660667,0.355140817,415.6,0.44,0.44,0.44,0.44,0.956,0.263,-0.183,0.345333333,0.473,1.172,1.884,1.176333333
TE0523SW,WA14,39385.45833,39392.47917,39388.96875,16.61317023,-19.03485857,1.033654681,-4.4560036,0.155849286,850.4,0.44,0.82,0.82,0.693333333,0.263,0.768,-0.151,0.293333333,1.172,-0.112,1.219,0.759666667
TE0889SW,WA14,39392.47917,39399.47917,39395.97917,15.95501593,-69.86292967,4.48235,-10.7272432,3.083348,9045.3,0.82,0.82,0.82,0.82,0.768,0.268,0.937,0.657666667,-0.112,-1.759,-0.393,-0.754666667
TE1075SW,WA14,39399.47917,39406.52083,39403,15.98478003,-68.54241357,1.109040126,-10.5658992,0.194797331,6096.2,0.82,0.82,0.82,0.82,0.268,0.345,0.43,0.347666667,-1.759,-0.733,-0.796,-1.096
TE1743SW,WA14,39406.52083,39423.5625,39415.04167,14.65290943,-54.57080577,1.022458312,-8.6529644,0.192636964,14694.9,0.82,1.49,0.82,1.043333333,0.345,-0.099,-0.453,-0.069,-0.733,2.49,-0.406,0.450333333
TE2155SW,WA14,39427.52083,39434.58333,39431.05208,20.53242457,-72.7987733,0.903770435,-11.66639973,0.172214982,6095.8,1.49,1.49,1.49,1.49,-0.067,0.203,-0.492,-0.118666667,0.342,-0.966,0.898,0.091333333
TE2424SW,WA14,39434.58333,39441.6875,39438.13542,20.93834763,-71.9115073,0.910008242,-11.60623187,0.232499462,10600.2,1.49,1.49,1.49,1.49,0.203,0.196,0.833,0.410666667,-0.966,2.775,0.579,0.796
TE2770SW,WA14,39441,39449,39445,13.71236257,-73.2098481,0.79982123,-10.86527633,0.294879636,10743.8,1.49,1.54,1.49,1.506666667,0.196,0.456,-0.466,0.062,2.775,-2.468,1.278,0.528333333
TE2903SW,WA14,39449,39455,39452,8.065071,-93.252605,1.367273564,-12.6647095,0.251145376,8749.5,1.54,1.54,1.54,1.54,0.456,-0.629,-0.739,-0.304,-2.468,-0.78,-0.333,-1.193666667
TE3210SW,WA14,39455,39462,39458.5,10.787852,-61.136528,1.089881645,-8.9905475,0.173404152,13889.1,1.54,1.54,1.54,1.54,-0.629,0.331,0.051,-0.082333333,-0.78,0.397,-0.731,-0.371333333
TE3554SW,WA14,39462,39469,39465.5,9.382170333,-68.685803,1.104440582,-9.758496667,0.266071419,572.3,1.54,1.54,1.54,1.54,0.331,-0.219,0.248,0.12,0.397,3.387,1.165,1.649666667
TE3728SW,WA14,39469,39476,39472.5,12.23850443,-98.8689409,0.747909754,-13.88843067,0.276972923,2253.2,1.54,1.54,1.54,1.54,-0.219,-1.068,-0.807,-0.698,3.387,1.995,4.458,3.28
TE4103SW,WA14,39476,39483,39479.5,#N/A,#N/A,4.48235,#N/A,3.083348,7977.7,1.54,2.05,2.05,1.88,-1.068,-0.318,-1.172,-0.852666667,1.995,1.006,1.928,1.643
TE4351SW,WA14,39483,39490,39486.5,#N/A,#N/A,4.48235,#N/A,3.083348,11737.1,2.05,2.05,2.05,2.05,-0.318,0.761,0.058,0.167,1.006,-1.539,0.112,-0.140333333
TE4588SW,WA14,39490,39498,39494,#N/A,#N/A,4.48235,#N/A,3.083348,668.1,2.05,2.05,2.05,2.05,0.761,1.532,1.179,1.157333333,-1.539,2.616,-0.162,0.305
TE4783SW,WA14,39498,39504,39501,#N/A,#N/A,4.48235,#N/A,3.083348,188.0001,2.05,2.05,2.05,2.05,1.532,0.718,0.506,0.918666667,2.616,1.7,3.422,2.579333333
TE5112SW,WA14,39504,39511,39507.5,9.493502833,-71.0772185,1.473207725,-10.07134017,0.268050368,5838,2.05,1.04,2.05,1.713333333,0.718,0.132,0.716,0.522,1.7,0.113,1.552,1.121666667
TE5112SW,WA14,39504,39511,39507.5,9.493502833,-71.0772185,1.473207725,-10.07134017,0.268050368,5838,2.05,1.04,2.05,1.713333333,0.718,0.132,0.716,0.522,1.7,0.113,1.552,1.121666667
TE5421SW,WA14,39511,39518,39514.5,5.862622233,-57.2768191,1.08861242,-7.892430167,0.249387249,4153.5,1.04,1.04,1.04,1.04,0.132,0.327,1.217,0.558666667,0.113,1.822,1.071,1.002
TE5653SW,WA14,39518,39525,39521.5,9.693549,-73.881003,0.919471587,-10.446819,0.224289991,2889.7,1.04,1.04,1.04,1.04,0.327,-0.494,-0.47,-0.212333333,1.822,-0.075,-0.456,0.430333333
TE5859SW,WA14,39525,39532,39528.5,11.2922532,-82.2693028,1.046345067,-11.6951945,0.268747093,5072.8,1.04,1.04,1.04,1.04,-0.494,-0.743,-0.526,-0.587666667,-0.075,1.312,-0.503,0.244666667
TE6158SW,WA14,39532,39539,39535.5,16.61960833,-70.004085,0.963226868,-10.82796167,0.194745988,3364.5,1.04,0.56,1.04,0.88,-0.743,-0.806,-0.957,-0.835333333,1.312,0.007,0.754,0.691
TE6478SW,WA14,39539,39546,39542.5,8.9327371,-74.6658029,1.096190677,-10.4498175,0.250792743,2956.4,0.56,0.56,0.56,0.56,-0.806,-0.054,-0.816,-0.558666667,0.007,-1.558,-0.873,-0.808
TE6720SW,WA14,39546,39553,39549.5,11.15479507,-51.4435836,1.332678881,-7.824797333,0.243304336,665.1,0.56,0.56,0.56,0.56,-0.054,-0.755,-0.216,-0.341666667,-1.558,1.77,-1.114,-0.300666667
TE6894SW,WA14,39553,39560,39556.5,18.97151243,-59.6321929,1.258347329,-9.825463167,0.262792694,2255.9,0.56,0.56,0.56,0.56,-0.755,-0.457,-0.929,-0.713666667,1.77,-0.47,0.482,0.594
TE7227SW,WA14,39560,39567,39563.5,7.966527967,-53.4804267,1.198716397,-7.680869333,0.186598499,3734.6,0.56,0.56,0.56,0.56,-0.457,-0.31,-0.669,-0.478666667,-0.47,-1.266,0.444,-0.430666667
TE7453SW,WA14,39567,39574,39570.5,11.3744114,-39.1926526,0.924994054,-6.320883,0.229455878,628.7,0.56,-0.25,-0.25,0.02,-0.31,0.305,0.41,0.135,-1.266,-1.475,-2.926,-1.889
TE7684SW,WA14,39574,39581,39577.5,4.957275433,-39.5754739,1.445850269,-5.566593667,0.216640255,1020.4,-0.25,-0.25,-0.25,-0.25,0.305,0.982,0.645,0.644,-1.475,-1.51,-1.632,-1.539
TE7970SW,WA14,39581,39587,39584,2.057753567,-71.5831011,0.891122326,-9.205106833,0.281129863,641.3,-0.25,-0.25,-0.25,-0.25,0.982,0.938,1.322,1.080666667,-1.51,-1.529,-0.923,-1.320666667
TE8296SW,WA14,39587,39595,39591,7.808489067,-52.6709496,1.351017765,-7.559929833,0.245808869,1200,-0.25,-0.25,-0.25,-0.25,0.938,0.159,0.291,0.462666667,-1.529,0.317,-1.698,-0.97
TE8551SW,WA14,39595,39602,39598.5,4.7793853,-92.6522347,1.313994292,-12.1789525,0.314942852,529.5,-0.25,0.34,-0.25,-0.053333333,0.159,-1.366,-0.467,-0.558,0.317,-0.061,0.546,0.267333333
TE8800SW,WA14,39602,39609,39605.5,6.815515667,-93.220135,1.021947161,-12.50445633,0.291439531,3518.3,0.34,0.34,0.34,0.34,-1.366,-2.097,-1.824,-1.762333333,-0.061,0.47,0.102,0.170333333
TF0022SW,WA14,39630,39637,39633.5,#N/A,#N/A,4.48235,#N/A,3.083348,440.9,0.2,0.2,0.2,0.2,1.571,-0.489,1.281,0.787666667,-1.341,0.023,-2.209,-1.175666667
TF0633SW,WA14,39651,39658,39654.5,1.141403367,-63.6558753,1.432018156,-8.099659833,0.240437102,327.9,0.2,0.2,0.2,0.2,-0.532,-0.496,-0.146,-0.391333333,0.005,-1.509,-0.867,-0.790333333
TF0866SW,WA14,39658,39665,39661.5,4.9997098,-64.4698982,1.050842043,-8.683701,0.238350582,1768.4,0.2,0.64,0.64,0.493333333,-0.496,-0.707,-2.775,-1.326,-1.509,-1.149,-1.428,-1.362
TF1156SW,WA14,39665,39672,39668.5,7.030945533,-60.1864558,0.947512005,-8.402175167,0.241712639,1867.9,0.64,0.64,0.64,0.64,-0.707,0.989,0.974,0.418666667,-1.149,-0.114,-0.538,-0.600333333
TF1691SW,WA14,39679,39686,39682.5,6.051950033,-62.8765953,1.351565389,-8.616068167,0.321119915,6931.1,0.64,0.64,0.64,0.64,0.735,-0.246,0.697,0.395333333,0.056,0.364,1.311,0.577
TF1893SW,WA14,39686,39693,39689.5,6.173905567,-57.9197251,0.71597486,-8.011703833,0.284320242,2060.7,0.64,1.26,0.64,0.846666667,-0.246,0.404,0.714,0.290666667,0.364,-0.372,-0.309,-0.105666667
TF2735SW,WA14,39707,39714,39710.5,7.1433765,-28.8629715,0.904529712,-4.5007935,0.194327044,337.3,1.26,1.26,1.26,1.26,0.365,3.373,1.409,1.715666667,-0.447,-1.243,0.566,-0.374666667
TF2974SW,WA14,39714,39721,39717.5,5.030506767,-56.3364879,1.266963693,-7.670874333,0.269942586,1360.4,1.26,1.26,1.26,1.26,3.373,-0.665,2.662,1.79,-1.243,-0.398,-0.828,-0.823
TF3193SW,WA14,39721,39728,39724.5,9.323972733,-57.7654926,1.175561143,-8.386183167,0.238088219,7505.8,1.26,1.52,1.52,1.433333333,-0.665,0.988,2.462,0.928333333,-0.398,0.641,-0.964,-0.240333333
TF3457SW,WA14,39728,39735,39731.5,15.2322989,-49.0878851,1.193660756,-8.040023,0.187643279,1478.6,1.52,1.52,1.52,1.52,0.988,-0.642,0.261,0.202333333,0.641,2.442,2.014,1.699
TF3815SW,WA14,39735,39742,39738.5,10.51714103,-63.2889643,1.163488719,-9.225763167,0.33809614,1864.8,1.52,1.52,1.52,1.52,-0.642,0.736,0.132,0.075333333,2.442,2.566,2.18,2.396
TF4354SW,WA14,39742,39756,39749,11.5511872,-74.1582968,1.24648225,-10.7136855,0.314469394,6089,1.52,1.64,1.52,1.56,0.736,0.126,0.041,0.301,2.566,-0.045,1.617,1.379333333
TF4591SW,WA14,39756,39763,39759.5,7.833109933,-64.1179234,0.945023809,-8.993879167,0.350078563,-9.9,1.64,1.64,1.64,1.64,0.126,1,0.697,0.607666667,-0.045,0.097,-0.422,-0.123333333
TF4593SW,WA14,39763,39766,39764.5,6.029502733,-49.2258826,1.488824368,-6.906923167,0.211338591,10260,1.64,1.64,1.64,1.64,1,0.167,0.731,0.632666667,0.097,1.17,1.082,0.783
TF5010SW,WA14,39770,39777,39773.5,12.92036407,-64.9023986,1.213809705,-9.727845333,0.296540048,4159.9,1.64,1.64,1.64,1.64,0.014,0.924,0.481,0.473,2.181,-0.785,-0.41,0.328666667
TF5265SW,WA14,39777,39784,39780.5,8.711801567,-41.7886291,1.073298188,-6.312553833,0.213562637,1862.8,1.64,1.43,1.64,1.57,0.924,0.202,1.026,0.717333333,-0.785,-1.431,-1.373,-1.196333333
TF5619SW,WA14,39784,39791,39787.5,7.041528467,-49.1440582,1.090235754,-7.023198333,0.26126232,1641,1.43,1.43,1.43,1.43,0.202,0.31,-0.076,0.145333333,-1.431,0.851,0.312,-0.089333333
TF6064SW,WA14,39791,39798,39794.5,11.12001527,-87.4443714,0.826257224,-12.32054833,0.314213303,2579.2,1.43,1.43,1.43,1.43,0.31,-1.229,-1.072,-0.663666667,0.851,2.21,1.283,1.448
TF6315SW,WA14,39798,39809,39803.5,17.97242473,-80.8451686,1.013063177,-12.35219917,0.266178512,5483.6,1.43,1.43,1.43,1.43,-1.229,-0.782,-0.501,-0.837333333,2.21,0.017,1.946,1.391
TF6316SW,WA14,39809,39812,39810.5,15.54387407,-75.1044726,1.299942691,-11.33104333,0.204335508,3019.4,1.43,1.43,1.43,1.43,-0.782,-0.426,-0.746,-0.651333333,0.017,-1.615,-0.857,-0.818333333
TF6657SW,WA14,39812.53125,39819.46875,39816,10.9963624,-94.6871296,0.792617815,-13.2104365,0.14858331,6983.8,1.43,0.85,0.85,1.043333333,-0.426,0.139,-0.52,-0.269,-1.615,0.029,-2.076,-1.220666667
TF6892SW,WA14,39819.46875,39826.5,39822.98438,8.879680967,-81.4728137,1.443922782,-11.29406183,0.246513691,14647.3,0.85,0.85,0.85,0.85,0.139,1.024,0.291,0.484666667,0.029,1.998,1.964,1.330333333
TF7409SW,WA14,39833.65625,39840.77083,39837.21354,10.38608197,-58.8249887,0.976158286,-8.651383833,0.21976806,562.7,0.85,0.85,0.85,0.85,0.797,-0.792,-0.609,-0.201333333,0.443,1.908,1.057,1.136
TF7607SW,WA14,39840.77083,39847.63542,39844.20313,12.59031173,-47.6705696,1.069078575,-7.532610167,0.193582024,2068.9,0.85,1.37,0.85,1.023333333,-0.792,0.23,-0.099,-0.220333333,1.908,-3.178,-1.303,-0.857666667
TF7854SW,WA14,39847.6875,39854.48958,39851.08854,12.3478351,-68.3081769,0.839982143,-10.0820015,0.151429852,877.5,1.37,1.37,1.37,1.37,0.23,-0.723,-0.523,-0.338666667,-3.178,-1.023,0.212,-1.329666667
TF8151SW,WA14,39854.48958,39860.66667,39857.57813,11.2968495,-111.0023305,0.945663788,-15.2873975,0.191421002,266.9,1.37,1.37,1.37,1.37,-0.723,-0.009,-0.549,-0.427,-1.023,-0.456,-2.466,-1.315
TF8373SW,WA14,39860.66667,39868.47917,39864.57292,5.7583829,-90.0260611,0.761249631,-11.9730555,0.281279221,1779.3,1.37,1.37,1.37,1.37,-0.009,-0.814,-0.01,-0.277666667,-0.456,0.383,0.355,0.094
TF8627SW,WA14,39868.47917,39875.57292,39872.02604,9.658059033,-75.0625863,0.911997259,-10.59008067,0.221090479,5061.2,1.37,-0.21,1.37,0.843333333,-0.814,-0.2,-1.425,-0.813,0.383,1.698,2.29,1.457
TF8824SW,WA14,39875.57292,39882.44792,39879.01042,17.86813003,-41.8490233,1.098392462,-7.464644167,0.137619039,2088.8,-0.21,-0.21,-0.21,-0.21,-0.2,-1.037,-1.238,-0.825,1.698,-0.694,1.009,0.671
TF9127SW,WA14,39882.44792,39889.44792,39885.94792,15.73597395,-79.62868005,1.416701451,-11.92058175,0.389494544,5302.9,-0.21,-0.21,-0.21,-0.21,-1.037,-0.308,-1.146,-0.830333333,-0.694,-0.523,0.104,-0.371
TF9428SW,WA14,39889.44792,39896.44792,39892.94792,10.97310723,-55.6046141,0.884227912,-8.322215167,0.288209993,4128.5,-0.21,-0.21,-0.21,-0.21,-0.308,0.077,-0.331,-0.187333333,-0.523,-0.069,-0.353,-0.315
TF9648SW,WA14,39896.44792,39903.66667,39900.05729,10.42428457,-72.6838341,0.697063842,-10.38851483,0.209923796,3442,-0.21,-0.21,-0.21,-0.21,0.077,-0.232,0.03,-0.041666667,-0.069,-0.054,-0.081,-0.068
TF9930SW,WA14,39903.66667,39911.47917,39907.57292,7.2697074,-75.1694126,0.881247979,-10.30489,0.260664535,2733.9,-0.21,1.06,1.06,0.636666667,-0.232,0.272,0.025,0.021666667,-0.054,0.67,0.434,0.35
TG0107SW,WA14,39911.47917,39917.42708,39914.45313,6.974962733,-82.1114986,0.653284777,-11.13580767,0.250253871,5927.7,1.06,1.06,1.06,1.06,0.272,0.505,0.445,0.407333333,0.67,-0.559,0.803,0.304666667
TG0432SW,WA14,39917.42708,39924.67708,39921.05208,4.867162,-77.300094,0.95020261,-10.270907,0.239052296,861.3,1.06,1.06,1.06,1.06,0.505,0.4,0.072,0.325666667,-0.559,1.684,0.165,0.43
TG0928SW,WA14,39931.42708,39938.66667,39935.04688,1.855251633,-104.4226097,1.019912251,-13.28473267,0.279109298,4065.9,1.06,-0.86,-0.86,-0.22,0.544,-0.592,0.418,0.123333333,2.498,2.554,1.708,2.253333333
TG1190SW,WA14,39938.66667,39945.4375,39942.05208,7.5847094,-62.5645586,1.257922891,-8.7686585,0.239326137,4455.7,-0.86,-0.86,-0.86,-0.86,-0.592,-0.685,-0.688,-0.655,2.554,0.342,1.391,1.429
TG1464SW,WA14,39945.4375,39952.4375,39948.9375,7.455878833,-78.9998985,0.804702429,-10.80697217,0.28945466,1323.7,-0.86,-0.86,-0.86,-0.86,-0.685,-1.165,-1.098,-0.982666667,0.342,0.954,-0.255,0.347
TG1634SW,WA14,39952.4375,39959.46875,39955.95313,10.5504112,-45.1820688,1.336892666,-6.96656,0.182638988,917.1,-0.86,-0.86,-0.86,-0.86,-1.165,-0.209,-0.89,-0.754666667,0.954,2.008,1.489,1.483666667
TG2201SW,WA14,39959.46875,39973.47917,39966.47396,3.7219894,-30.3413306,0.900544835,-4.257915,0.225683407,232.5,-0.86,-0.45,-0.45,-0.586666667,-0.209,-0.362,0.898,0.109,2.008,-1.438,-1.562,-0.330666667
TG2490SW,WA14,39973.47917,39981.42708,39977.45313,4.4265317,-27.9096523,1.249413462,-4.042023,0.281129863,236.4,-0.45,-0.45,-0.45,-0.45,-0.362,0.43,-0.129,-0.020333333,-1.438,0.171,-1.152,-0.806333333
TG2754SW,WA14,39981.42708,39987.4375,39984.43229,1.966665533,-51.1857718,1.260508231,-6.644054667,0.213705405,446,-0.45,-0.45,-0.45,-0.45,0.43,0.004,0.683,0.372333333,0.171,-1.683,-0.336,-0.616
TG2992SW,WA14,39987.4375,39994.5,39990.96875,2.601337733,-37.1178196,0.940502525,-4.964894667,0.212504118,864.5,-0.45,-0.45,-0.45,-0.45,0.004,0.322,-0.388,-0.020666667,-1.683,-2.3,-2.149,-2.044
TG3504SW,WA14,40001.5,40008.69792,40005.09896,1.1871243,-42.3594517,0.901937359,-5.443322,0.241138964,238.5,0.18,0.18,0.18,0.18,-0.49,0.495,-0.05,-0.015,-1.634,-1.392,-1.131,-1.385666667
TG4579SW,WA14,40029.5,40036.4375,40032.96875,9.575039933,-41.2265734,1.558541305,-6.350201667,0.275599347,1872.5,-0.59,-0.59,-0.59,-0.59,0.919,1.477,1.557,1.317666667,-1.348,-0.021,-0.555,-0.641333333
TG5295SW,WA14,40036.4375,40043.45833,40039.94792,#N/A,#N/A,4.48235,#N/A,3.083348,368,-0.59,-0.59,-0.59,-0.59,1.477,-0.976,0.205,0.235333333,-0.021,0.955,0.567,0.500333333
TG5522SW,WA14,40057.4375,40064.45833,40060.94792,#N/A,#N/A,4.48235,#N/A,3.083348,5871.9,0.35,0.35,0.35,0.35,-0.4,0.723,-0.057,0.088666667,2.088,0.748,0.879,1.238333333
TG5739SW,WA14,40064.45833,40071.46875,40067.96354,#N/A,#N/A,4.48235,#N/A,3.083348,376.1,0.35,0.35,0.35,0.35,0.723,0.534,1.282,0.846333333,0.748,-1.279,0.562,0.010333333
TG6309SW,WA14,40071.46875,40085.46875,40078.46875,#N/A,#N/A,4.48235,#N/A,3.083348,3606.6,0.35,0.35,0.35,0.35,0.534,1.998,0.423,0.985,-1.279,0.33,1.724,0.258333333
TG6818SW,WA14,40085.46875,40099.46875,40092.46875,#N/A,#N/A,4.48235,#N/A,3.083348,983.5,0.35,-1.66,-1.66,-0.99,1.998,0.201,-1.36,0.279666667,0.33,-1.024,-0.659,-0.451
TG7117SW,WA14,40099.49306,40106.78125,40103.13715,#N/A,#N/A,4.48235,#N/A,3.083348,12770.4,-1.66,-1.66,-1.66,-1.66,0.201,0.602,1.042,0.615,-1.024,-1.979,-0.517,-1.173333333
TG7300SW,WA14,40106.78125,40113.42708,40110.10417,#N/A,#N/A,4.48235,#N/A,3.083348,8808.4,-1.66,-1.66,-1.66,-1.66,0.602,-0.726,0.613,0.163,-1.979,-1.678,-2.844,-2.167
TG7544SW,WA14,40113.42708,40120.5,40116.96354,#N/A,#N/A,4.48235,#N/A,3.083348,5795.1,-1.66,-0.67,-1.66,-1.33,-0.726,0.167,-0.024,-0.194333333,-1.678,1.33,-1.479,-0.609
TG7787SW,WA14,40120.5,40127.5,40124,#N/A,#N/A,4.48235,#N/A,3.083348,12581.8,-0.67,-0.67,-0.67,-0.67,0.167,-0.839,-0.33,-0.334,1.33,0.177,-0.479,0.342666667
TG8331SW,WA14,40127.5,40134.625,40131.0625,#N/A,#N/A,4.48235,#N/A,3.083348,-9.9,-0.67,-0.67,-0.67,-0.67,-0.839,-0.377,-0.48,-0.565333333,0.177,1.11,-0.057,0.41
TG8332SW,WA14,40134.625,40141.48958,40138.05729,#N/A,#N/A,4.48235,#N/A,3.083348,-9.9,-0.67,-0.67,-0.67,-0.67,-0.377,0.977,0.568,0.389333333,1.11,0.383,0.562,0.685
TG8529SW,WA14,40141.48958,40148.47917,40144.98438,#N/A,#N/A,4.48235,#N/A,3.083348,7284.6,-0.67,-0.95,-0.67,-0.763333333,0.977,1.137,0.869,0.994333333,0.383,-0.227,1.075,0.410333333
TG9097SW,WA14,40155.48958,40162.5,40158.99479,#N/A,#N/A,4.48235,#N/A,3.083348,934.1,-0.95,-0.95,-0.95,-0.95,-0.286,-0.224,-0.745,-0.418333333,-0.833,-3.89,-3.618,-2.780333333
TG9283SW,WA14,40162.5,40169.55208,40166.02604,#N/A,#N/A,4.48235,#N/A,3.083348,11790.5,-0.95,-0.95,-0.95,-0.95,-0.224,0.384,0.549,0.236333333,-3.89,-5.503,-4.651,-4.681333333
TH0859SW,WA14,40204,40211,40207.5,12.4264411,-60.30042823,1.259216026,-9.090858667,0.386441457,-9.9,-1.13,-1.59,-1.13,-1.283333333,0.136,0.307,0.052,0.165,-0.728,-2.3,-2.58,-1.869333333
TH1036SW,WA14,40211,40218,40214.5,#N/A,#N/A,,#N/A,,458.9,-1.59,-1.59,-1.59,-1.59,0.307,0.71,0.597,0.538,-2.3,-4.459,-4.706,-3.821666667
TH1330SW,WA14,40218,40225,40221.5,#N/A,#N/A,,#N/A,,10704.7,-1.59,-1.59,-1.59,-1.59,0.71,0.672,0.72,0.700666667,-4.459,-4.292,-4.758,-4.503
TH1530SW,WA14,40225,40232,40228.5,#N/A,#N/A,,#N/A,,249.4,-1.59,-1.59,-1.59,-1.59,0.672,-0.057,0.532,0.382333333,-4.292,-4.591,-4.026,-4.303
TH1776SW,WA14,40232,40239,40235.5,6.23267236,-88.167883,4.48235,-11.80006942,3.083348,5563.2,-1.59,-1.4,-1.59,-1.526666667,-0.057,0.808,-0.221,0.176666667,-4.591,-1.999,-3.23,-3.273333333
TH2121SW,WA14,40239,40246,40242.5,17.84667876,-47.07129292,4.48235,-8.11474646,3.083348,960.1,-1.4,-1.4,-1.4,-1.4,0.808,0.963,0.599,0.79,-1.999,0.719,-0.512,-0.597333333
TH2352SW,WA14,40246,40254,40250,11.87578372,-61.09426188,4.48235,-9.1212557,3.083348,7783,-1.4,-1.4,-1.4,-1.4,0.963,1.072,1.486,1.173666667,0.719,1.031,-0.271,0.493
TH2586SW,WA14,40254,40260,40257,9.443846033,-38.24388463,1.126798119,-5.960966333,0.375799148,2355.9,-1.4,-1.4,-1.4,-1.4,1.072,-0.027,0.491,0.512,1.031,-0.202,1.063,0.630666667
TH2880SW,WA14,40260,40267,40263.5,10.55368327,-69.88935607,0.747315864,-10.05537992,0.427103032,10499.1,-1.4,-1.4,-1.4,-1.4,-0.027,0.918,0.274,0.388333333,-0.202,-1.432,-1.9,-1.178
TH3405SW,WA14,40274,40280,40277,14.35435233,-62.982177,0.60426898,-9.667066167,0.377176351,4253.6,1.88,1.88,1.88,1.88,0.22,0.604,0.233,0.352333333,0.04,-0.168,-1.032,-0.386666667
TH3837SW,WA14,40281,40288,40284.5,8.582775333,-62.6088768,0.790590918,-8.898956517,0.302790357,3468.9,1.88,1.88,1.88,1.88,0.794,1.782,0.96,1.178666667,0.781,-0.868,0.544,0.152333333
TH3835SW,WA14,40288,40295,40291.5,6.546586967,-85.14402277,0.88367924,-11.46132622,0.387002584,5649.4,1.88,1.88,1.88,1.88,1.782,1.689,1.224,1.565,-0.868,0.484,-1.213,-0.532333333
