date,pna,ao,soi,dxs,unc,unc.1,amount [mL],dO,dD
2009-12-10,-0.59,-2.614,5.44,8.914521022,0.779057743,810.4435714,0.308187751,-38.25058042,-5.89563768
2009-12-11,-0.745,-3.6180000000000003,0.91,8.89739379,0.778926745,809.1191071000001,0.308443894,-38.22733606,-5.890591232
2009-12-12,-0.8290000000000001,-3.767,9.16,8.880266557999999,0.778795747,807.7946429,0.308700038,-38.20409171,-5.885544782999999
2009-12-13,-0.773,-3.846,-3.52,8.863139325,0.778664749,806.4701786,0.30895618199999997,-38.18084735,-5.880498335
2009-12-14,-0.55,-3.821,-19.51,8.846012092999999,0.7785337509999999,805.1457142999999,0.30921232600000004,-38.157603,-5.8754518870000005
2009-12-15,-0.22399999999999998,-3.89,-23.12,8.828884861,0.778402753,803.82125,0.30946846899999997,-38.13435865,-5.870405438
2009-12-16,0.055,-3.61,-27.09,8.811757629,0.778271755,802.4967857,0.309724613,-38.11111429,-5.86535899
2009-12-17,0.431,-3.7439999999999998,-27.09,8.794630396,0.7781407570000001,801.1723214,0.309980757,-38.08786994,-5.860312542000001
2009-12-18,0.66,-4.238,-25.57,8.777503164,0.778009759,799.8478571,0.310236901,-38.06462558,-5.855266092999999
2009-12-19,0.5489999999999999,-4.651,-27.4,8.760375932,0.777878761,798.5233929,0.310493044,-38.04138123,-5.850219645
2009-12-20,0.564,-5.341,-26.58,8.743248699999999,0.7777477629999999,797.1989286,0.310749188,-38.01813687,-5.845173197
2009-12-21,0.425,-5.821000000000001,-20.47,8.726121467,0.777616765,795.8744642999999,0.31100533199999997,-37.99489252,-5.840126747999999
2009-12-22,0.384,-5.502999999999999,-24.29,8.708994235,0.777485767,794.55,0.31126147600000004,-37.97164817,-5.8350802999999996
2009-12-23,0.552,-5.577000000000001,-18.44,8.691867002999999,0.7773547690000001,793.2255357,0.31151761899999997,-37.94840381,-5.830033852000001
2009-12-24,0.45899999999999996,-5.256,-13.4,8.67473977,0.777223771,791.9010714,0.311773763,-37.92515946,-5.824987403
2009-12-25,0.348,-5.052,2.13,8.657612537999999,0.777092773,790.5766071,0.312029907,-37.901915100000004,-5.819940955
2009-12-26,0.29,-4.406000000000001,5.6,8.640485306,0.776961775,789.2521429,0.31228605,-37.87867075,-5.814894507000001
2009-12-27,0.295,-3.7239999999999998,16.75,8.623358074,0.776830777,787.9276786,0.312542194,-37.85542639,-5.809848057999999
2009-12-28,0.28,-3.696,15.37,8.606230841,0.7766997790000001,786.6032142999999,0.312798338,-37.83218204,-5.80480161
2009-12-29,0.031,-3.8360000000000003,5.44,8.589103609,0.7765687809999999,785.27875,0.31305448199999997,-37.80893768,-5.799755162
2009-12-30,-0.153,-3.969,10.94,8.571976377,0.776437783,783.9542857000001,0.313310625,-37.78569333,-5.7947087129999995
2009-12-31,-0.281,-4.1,16.54,8.554849145,0.776306785,782.6298214,0.31356676899999997,-37.76244898,-5.789662265
2010-01-01,-0.174,-4.615,10.81,8.537721912,0.776175787,781.3053571,0.313822913,-37.73920462,-5.784615817000001
2010-01-02,0.11699999999999999,-5.3839999999999995,3.0,8.52059468,0.7760447890000001,779.9808929,0.314079057,-37.71596027,-5.779569368
2010-01-03,0.405,-5.5329999999999995,6.29,8.503467448,0.7759137909999999,778.6564286,0.31433520000000004,-37.69271591,-5.77452292
2010-01-04,0.713,-5.403,16.48,8.486340216,0.775782793,777.3319642999999,0.314591344,-37.66947156,-5.769476472000001
2010-01-05,0.9059999999999999,-5.18,4.29,8.469212983,0.775651795,776.0075,0.314847488,-37.646227200000006,-5.764430022999999
2010-01-06,1.139,-5.095,-4.14,8.452085751,0.7755207959999999,774.6830357000001,0.31510363199999997,-37.62298285,-5.759383575
2010-01-07,1.192,-4.671,-9.0,8.434958519,0.775389798,773.3585714,0.315359775,-37.59973849,-5.754337127
2010-01-08,1.304,-3.91,-20.86,8.417831286,0.7752588,772.0341071,0.31561591899999997,-37.57649414,-5.7492906779999995
2010-01-09,1.464,-3.5,-32.52,8.400704054,0.775127802,770.7096429,0.315872063,-37.55324979,-5.74424423
2010-01-10,1.367,-3.3169999999999997,-29.29,8.383576822,0.774996804,769.3851786,0.316128207,-37.53000543,-5.739197782000001
2010-01-11,1.068,-2.7760000000000002,-6.19,8.36644959,0.774865806,768.0607143,0.31638435,-37.50676108,-5.734151333
2010-01-12,0.706,-1.796,3.81,8.349322357,0.7747348079999999,766.73625,0.316640494,-37.48351672,-5.729104885
2010-01-13,0.496,-1.304,-1.05,8.332195125,0.77460381,765.4117857000001,0.316896638,-37.46027237,-5.724058437
2010-01-14,0.884,-1.469,-4.86,8.315067893,0.7744728120000001,764.0873214,0.31715278199999997,-37.43702801,-5.719011987999999
2010-01-15,1.338,-1.003,-2.1,8.297940661,0.774341814,762.7628571,0.317408925,-37.41378366,-5.71396554
2010-01-16,1.311,0.163,-0.14,8.280813428,0.774210816,761.4383928999999,0.31766506899999997,-37.3905393,-5.708919092
2010-01-17,1.127,0.519,-2.76,8.263686196,0.7740798179999999,760.1139286,0.317921213,-37.36729495,-5.7038726429999995
2010-01-18,0.7879999999999999,-0.08,-9.43,8.246558964,0.77394882,758.7894643,0.318177357,-37.3440506,-5.698826195
2010-01-19,0.484,-0.747,-13.81,8.229431732,0.773817822,757.465,0.3184335,-37.32080624,-5.693779747000001
2010-01-20,0.233,-1.386,-13.67,8.212304499,0.7736868240000001,756.1405357000001,0.318689644,-37.29756189,-5.688733298
2010-01-21,0.028999999999999998,-1.805,-11.14,8.195177267,0.773555826,754.8160713999999,0.318945788,-37.27431753,-5.68368685
2010-01-22,-0.115,-2.022,-12.0,8.178050035,0.773424828,753.4916071,0.319201931,-37.25107318,-5.678640402
2010-01-23,-0.048,-2.138,-8.9,8.160922802,0.77329383,752.1671428999999,0.319458075,-37.22782882,-5.673593952999999
2010-01-24,0.156,-1.78,-3.95,8.14379557,0.773162832,750.8426786,0.31971421899999997,-37.20458447,-5.668547505
2010-01-25,0.192,-0.991,-3.95,8.126668338,0.7730318340000001,749.5182143,0.319970363,-37.18134012,-5.663501057
2010-01-26,0.136,-0.728,-10.38,8.109541106,0.7729008359999999,748.19375,0.320226506,-37.15809576,-5.6584546079999996
2010-01-27,-0.076,-0.769,-15.24,8.092413873,0.772769838,746.8692857000001,0.32048265,-37.13485141,-5.65340816
